x, y, z, k, l
0, 0, 289830.688, -161998.094, 128018.203
0.99998, 0, 329081.469, -143868.625, 122272.812
1.99997, 0, 372007.812, -124584.891, 115096.969
3.00003, 0, 416939.688, -104969.242, 106726.812
4.00002, 0, 463198.031, -85312.8594, 97309.3750
5, 0, 510407.500, -65734.4375, 86968.7734
5.99998, 0, 558309.000, -46270.1328, 75821.4219
6.99997, 0, 606740.750, -26855.6777, 63969.7148
8.00003, 0, 655757.562, -7175.16455, 51466.4727
9.00002, 0, 706125.875, 13924.5078, 38174.8398
10, 0, 756549.000, 35141.7578, 24566.2715
11, 0, 806435.438, 56012.0547, 10924.7949
12, 0, 855403.312, 76320.4375, -2513.65869
13, 0, 903146.438, 95939.0547, -15532.4512
14, 0, 949398.812, 114773.117, -27947.8574
15, 0, 993944.812, 132739.172, -39670.4219
16, 0, 1036685.75, 149752.984, -50877.3984
17, 0, 1077864.62, 165712.516, -62536.1719
18, 0, 1118889.88, 180444.500, -78291.5938
19, 0, 1157702.62, 193994.734, -93952.5156
20, 0, 1193430.38, 206347.859, -108043.586
21, 0, 1225583.62, 217487.328, -119985.836
22, 0, 1253883.25, 227432.031, -129717.977
23, 0, 1278327.88, 236300.672, -137869.016
24, 0, 1299543.50, 244477.422, -146604.719
25, 0, 1319923.62, 253116.562, -162388.047
26, 0, 1347791.50, 265969.094, -206069.047
27, 0, 1374056.50, 279160.781, -256340.172
28, 0, 1395601.62, 291423.438, -306289.688
29, 0, 1411158.25, 302286.656, -353385.031
30, 0, 1420244.75, 311613.438, -396864.625
31, 0, 1422990.50, 319524.938, -437226.719
32, 0, 1420470.25, 326552.750, -476834.750
33, 0, 1415891.62, 334173.344, -522265.281
34, 0, 1418343.50, 346498.062, -591830.625
35, 0, 1456438.38, 376420.906, -743028.562
36, 0, 1501729.62, 411143.875, -918525.625
37, 0, 1545295.88, 446646.344, -1100100.38
38, 0, 1584021.12, 481522.375, -1281099.75
39, 0, 1616689.25, 515255.875, -1458700.75
40, 0, 1642442.62, 547601.562, -1631040.88
41, 0, 1659539.50, 578214.625, -1795258.38
42, 0, 1662839.88, 606083.438, -1943988.75
43, 0, 1635360.00, 627761.375, -2053920.50
44, 0, 1594935.12, 646998.250, -2148838.25
45, 0, 1547531.75, 665084.500, -2236450.00
46, 0, 1495558.00, 682552.438, -2319577.75
47, 0, 1440114.50, 699608.250, -2399128.00
48, 0, 1381647.12, 716188.688, -2474806.75
49, 0, 1319979.75, 731764.562, -2544715.75
50, 0, 1253683.12, 744590.500, -2603099.75
51, 0, 1177423.12, 748917.500, -2631643.50
52, 0, 1097052.00, 750612.875, -2648612.75
53, 0, 1014580.00, 751581.188, -2659813.00
54, 0, 930869.438, 752546.938, -2667327.00
55, 0, 846374.562, 753798.500, -2671857.00
56, 0, 761376.125, 755376.562, -2673352.00
57, 0, 676054.062, 757015.812, -2670927.25
58, 0, 590480.875, 757781.125, -2661992.75
59, 0, 504504.375, 754854.625, -2639253.25
60, 0, 417272.562, 739088.625, -2579619.00
61, 0, 329946.969, 719912.688, -2506469.50
62, 0, 243002.000, 700435.812, -2427421.00
63, 0, 156723.484, 681870.938, -2345390.25
64, 0, 71377.8125, 664720.688, -2261580.00
65, 0, -12655.7734, 649098.125, -2176347.50
66, 0, -94628.7891, 634684.562, -2089294.12
67, 0, -172672.859, 620224.125, -1998583.25
68, 0, -241087.562, 601507.500, -1898001.62
69, 0, -305503.344, 582809.500, -1793819.75
70, 0, -367749.750, 565467.688, -1687996.00
71, 0, -428549.719, 549924.062, -1581193.75
72, 0, -488234.625, 536285.812, -1473632.00
73, 0, -546918.500, 524498.938, -1365403.75
74, 0, -604433.625, 514385.969, -1256692.75
75, 0, -659970.500, 505582.469, -1148118.25
76, 0, -710895.875, 497261.125, -1041672.44
77, 0, -748452.312, 487085.969, -944049.812
78, 0, -781754.438, 477122.469, -848118.875
79, 0, -813794.875, 467933.656, -751515.625
80, 0, -845678.250, 459637.969, -653431.562
81, 0, -877684.938, 452207.219, -553923.312
82, 0, -909375.688, 445575.812, -454139.812
83, 0, -939001.875, 439710.750, -357592.656
84, 0, -961331.250, 434724.719, -274321.094
85, 0, -959588.188, 431231.406, -236132.906
86, 0, -950707.750, 428413.406, -211103.547
87, 0, -940109.312, 425965.219, -189067.609
88, 0, -929751.375, 423760.688, -166391.125
89, 0, -920307.062, 421789.125, -141826.000
90, 0, -911768.875, 420200.781, -115280.086
91, 0, -903398.375, 419499.281, -87686.4609
92, 0, -892851.312, 421161.406, -61983.4297
93, 0, -872645.312, 429899.188, -47364.2305
94, 0, -850212.312, 440970.594, -34892.7695
95, 0, -827890.750, 452862.844, -21817.3516
96, 0, -806501.062, 465027.344, -7225.54639
97, 0, -786321.938, 477252.500, 9140.99707
98, 0, -767387.188, 489454.562, 27242.2559
99, 0, -749545.250, 501589.562, 46800.4102
100, 0, -732347.500, 513594.062, 67130.0312
101, 0, -714579.500, 525289.500, 86461.4609
102, 0, -692501.688, 536080.750, 99407.7656
103, 0, -669744.438, 546592.125, 111212.828
104, 0, -647419.250, 557016.250, 123508.992
105, 0, -625883.625, 567386.250, 136855.016
106, 0, -605226.062, 577610.562, 151429.156
107, 0, -585418.188, 587389.875, 167240.828
108, 0, -566355.250, 595939.500, 184173.109
109, 0, -547818.250, 601118.000, 201884.031
110, 0, -529255.750, 596254.812, 219334.500
111, 0, -511077.656, 587928.938, 237523.094
112, 0, -493368.375, 578205.125, 256759.875
113, 0, -476117.969, 567808.188, 277149.531
114, 0, -459285.125, 556998.188, 298714.406
115, 0, -442815.906, 545855.688, 321412.219
116, 0, -426647.312, 534386.562, 345091.094
117, 0, -410697.250, 522559.188, 369334.031
118, 0, -394825.844, 510299.844, 392968.969
119, 0, -378688.281, 497418.500, 412287.344
120, 0, -362567.125, 484081.156, 431015.094
121, 0, -346540.094, 470342.562, 450335.031
