x, y, z, k, l
0, 0, -274430.531, 92354.7812, 82855.2031
0.99998, 0, -263275.375, 97297.2031, 87887.1719
1.99997, 0, -251338.594, 102965.406, 93229.9844
3.00003, 0, -239224.781, 109303.820, 99003.6875
4.00002, 0, -227181.922, 116257.539, 105238.586
5, 0, -215327.781, 123760.312, 111918.656
5.99998, 0, -203678.422, 131720.922, 118967.695
6.99997, 0, -192052.500, 139990.359, 126174.492
8.00003, 0, -179718.781, 148261.469, 132945.391
9.00002, 0, -164098.203, 155705.219, 137404.297
10, 0, -148019.297, 163003.969, 141436.016
11, 0, -132471.438, 170321.984, 145647.969
12, 0, -117896.609, 177668.766, 150267.469
13, 0, -104533.422, 184998.922, 155380.984
14, 0, -92500.1953, 192244.750, 160993.438
15, 0, -81754.6953, 199328.531, 167003.297
16, 0, -71888.3516, 206167.016, 173070.953
17, 0, -61452.2500, 212670.156, 178183.156
18, 0, -45495.7109, 218727.344, 179063.906
19, 0, -29341.7305, 224300.984, 179065.312
20, 0, -14793.6250, 229346.844, 179271.031
21, 0, -2561.47900, 233845.672, 180066.188
22, 0, 7134.10498, 237845.094, 181534.703
23, 0, 14518.8906, 241555.328, 183508.703
24, 0, 20653.0195, 245602.922, 185373.328
25, 0, 28835.0527, 251807.625, 185332.766
26, 0, 49794.2188, 265995.844, 177675.641
27, 0, 72547.8516, 282269.094, 168121.938
28, 0, 93521.0312, 298726.062, 158499.234
29, 0, 111370.711, 314674.219, 149471.266
30, 0, 125621.930, 329909.250, 141260.391
31, 0, 136369.859, 344589.094, 133814.578
32, 0, 144514.797, 359443.656, 126708.828
33, 0, 152767.219, 376535.062, 118681.008
34, 0, 168885.391, 401669.844, 106120.680
35, 0, 217476.047, 453176.594, 77554.6719
36, 0, 273846.469, 512720.406, 44553.4648
37, 0, 330126.406, 574458.125, 10857.6758
38, 0, 383440.406, 636242.812, -22085.4746
39, 0, 432593.344, 697159.000, -53552.1875
40, 0, 476869.156, 756625.000, -82927.2578
41, 0, 515280.156, 813816.875, -109208.859
42, 0, 545353.188, 866703.438, -129994.836
43, 0, 559283.000, 908947.812, -138060.750
44, 0, 565003.375, 946944.312, -140374.344
45, 0, 565105.750, 982756.250, -139086.047
46, 0, 560617.312, 1017158.75, -134961.594
47, 0, 552073.812, 1050481.50, -128409.414
48, 0, 539942.375, 1082893.00, -120001.367
49, 0, 524971.750, 1114530.00, -111147.336
50, 0, 508926.250, 1145613.50, -105836.359
51, 0, 497079.156, 1176730.75, -116769.133
52, 0, 484377.594, 1207391.38, -131264.531
53, 0, 469268.375, 1237469.75, -145282.219
54, 0, 451234.906, 1266947.62, -157351.094
55, 0, 430145.688, 1295856.50, -166964.219
56, 0, 406110.469, 1324288.75, -174220.906
57, 0, 379592.000, 1352481.00, -180091.016
58, 0, 351890.500, 1381055.88, -187577.500
59, 0, 326710.250, 1411783.62, -205491.938
60, 0, 315874.688, 1450359.62, -262244.156
61, 0, 307339.375, 1490827.00, -328667.438
62, 0, 297181.625, 1531150.12, -395173.500
63, 0, 283922.969, 1570445.38, -458053.562
64, 0, 267016.625, 1608228.12, -515829.125
65, 0, 246462.797, 1644175.50, -568320.938
66, 0, 222934.359, 1678043.88, -616944.312
67, 0, 198646.578, 1709643.62, -666788.438
68, 0, 180739.812, 1738848.12, -734718.812
69, 0, 162137.438, 1765439.25, -803539.375
70, 0, 140678.875, 1789275.25, -867767.375
71, 0, 115707.977, 1810262.00, -925458.062
72, 0, 87142.4531, 1828338.88, -975969.688
73, 0, 55201.4336, 1843467.75, -1019289.56
74, 0, 20387.0625, 1855621.75, -1055924.75
75, 0, -16292.1689, 1864769.75, -1087247.75
76, 0, -52502.0586, 1870846.38, -1116864.25
77, 0, -81539.6562, 1873668.25, -1155736.38
78, 0, -109414.711, 1873296.12, -1193307.75
79, 0, -137773.969, 1869693.62, -1226352.62
80, 0, -166920.953, 1862788.75, -1253801.50
81, 0, -196582.719, 1852474.62, -1275272.38
82, 0, -226000.719, 1838578.38, -1290500.25
83, 0, -253547.219, 1820774.12, -1298906.12
84, 0, -275281.281, 1798318.75, -1298764.62
85, 0, -279582.906, 1769095.75, -1284454.62
86, 0, -277354.125, 1735002.88, -1261665.75
87, 0, -271887.531, 1696629.25, -1232211.75
88, 0, -264335.531, 1654303.00, -1196807.88
89, 0, -255390.328, 1608563.12, -1155966.62
90, 0, -246239.172, 1560746.00, -1110586.50
91, 0, -239982.766, 1514338.88, -1062943.25
92, 0, -245472.500, 1479018.75, -1019443.88
93, 0, -290960.312, 1485239.62, -1000470.19
94, 0, -347831.250, 1502538.88, -985349.688
95, 0, -406878.844, 1521229.25, -967415.188
96, 0, -464699.406, 1537829.12, -944202.062
97, 0, -519948.312, 1551054.38, -914771.562
98, 0, -572136.875, 1560536.50, -878893.750
99, 0, -621232.938, 1566408.75, -836879.188
100, 0, -667640.125, 1569323.88, -789876.625
101, 0, -712634.438, 1571049.12, -741135.938
102, 0, -760204.875, 1576900.00, -700761.438
103, 0, -806492.312, 1581844.50, -658926.375
104, 0, -850309.312, 1584356.88, -612676.000
105, 0, -891204.188, 1583891.62, -561170.625
106, 0, -928821.750, 1580093.38, -504424.344
