x, y, z, k, l
0, 0, -330226.156, 63358.5469, 108520.672
0.99998, 0, -322728.156, 67383.7500, 112246.680
1.99997, 0, -314779.500, 71833.5938, 116288.492
3.00003, 0, -306787.094, 76651.6172, 120834.062
4.00002, 0, -298917.750, 81795.6562, 125932.062
5, 0, -291248.250, 87223.0781, 131567.062
5.99998, 0, -283780.344, 92884.3516, 137653.484
6.99997, 0, -276366.094, 98713.3359, 143955.844
8.00003, 0, -268438.500, 104600.852, 149820.594
9.00002, 0, -258023.734, 110300.078, 153194.938
10, 0, -247263.875, 115953.250, 156114.203
11, 0, -236901.141, 121567.047, 159223.750
12, 0, -227261.219, 127107.102, 162756.859
13, 0, -218515.406, 132525.297, 166797.047
14, 0, -210744.219, 137771.250, 171344.844
15, 0, -203907.297, 142803.422, 176297.422
16, 0, -197689.109, 147611.016, 181322.406
17, 0, -190992.406, 152276.422, 185436.234
18, 0, -180089.625, 157196.953, 185466.562
19, 0, -168968.859, 161853.578, 184648.266
20, 0, -158975.703, 166052.875, 184024.766
21, 0, -150637.266, 169720.078, 183969.766
22, 0, -144118.922, 172870.016, 184578.594
23, 0, -139265.844, 175666.156, 185733.203
24, 0, -135335.688, 178624.500, 186961.219
25, 0, -130018.016, 183257.828, 186871.375
26, 0, -115802.406, 194419.516, 181041.156
27, 0, -100366.016, 207187.656, 173880.125
28, 0, -86204.7656, 219972.359, 166790.812
29, 0, -74255.4453, 232190.531, 160280.078
30, 0, -64852.0625, 243661.984, 154521.766
31, 0, -57939.2500, 254498.031, 149490.391
32, 0, -52918.9258, 265260.844, 144896.016
33, 0, -47977.2148, 277556.719, 139854.859
34, 0, -37910.4844, 295923.750, 131812.656
35, 0, -6200.73340, 334703.000, 112620.141
36, 0, 30564.9824, 379530.469, 90511.6328
37, 0, 67094.4219, 425821.000, 68151.0938
38, 0, 101445.023, 471881.031, 46569.9180
39, 0, 132792.344, 516976.000, 26283.5391
40, 0, 160609.469, 560621.438, 7726.57568
41, 0, 184126.516, 602115.750, -8400.12305
42, 0, 201405.156, 639736.688, -20426.8770
43, 0, 206355.969, 668141.750, -23347.6777
44, 0, 205132.125, 692685.938, -21969.7793
45, 0, 199733.359, 715088.375, -17771.6777
46, 0, 190950.312, 735996.500, -11278.5430
47, 0, 179210.203, 755711.188, -2774.11670
48, 0, 164931.594, 774464.625, 7337.01953
49, 0, 148862.766, 792632.250, 18059.3203
50, 0, 132850.688, 811143.938, 26592.2266
51, 0, 122492.562, 832853.875, 24057.8281
52, 0, 112418.477, 854999.875, 19238.1426
53, 0, 100980.453, 876729.250, 14910.7012
54, 0, 87629.2422, 897756.125, 12083.3193
55, 0, 72218.8906, 918013.125, 11116.7998
56, 0, 54851.0273, 937590.062, 11973.2178
57, 0, 35988.1562, 956839.312, 14026.2617
58, 0, 16952.2031, 976760.938, 15237.3193
59, 0, 1536.58008, 1000236.38, 9498.13574
60, 0, 1878.92957, 1036533.38, -23040.7617
61, 0, 5635.47754, 1076069.12, -61951.5625
62, 0, 8797.38867, 1115640.62, -100525.797
63, 0, 9861.87793, 1153943.25, -136186.609
64, 0, 8278.52637, 1190367.88, -167947.766
65, 0, 4052.09692, 1224665.75, -195801.531
66, 0, -2134.07446, 1256959.88, -221036.281
67, 0, -8041.02344, 1288152.62, -248032.609
68, 0, -6458.26807, 1321583.50, -291167.406
69, 0, -4519.95459, 1353588.50, -335854.469
70, 0, -4414.42627, 1382936.25, -377441.188
