x, y, z, k, l
0, 0, -319941.875, -37613.7227, 107505.242
0.99998, 0, -318276.719, -35905.0820, 108310.117
1.99997, 0, -316548.031, -34389.8242, 109351.430
3.00003, 0, -314761.906, -33067.2695, 110801.773
4.00002, 0, -312929.469, -31934.8262, 112705.688
5, 0, -311063.125, -30983.3516, 115052.562
5.99998, 0, -309173.719, -30187.7402, 117776.000
6.99997, 0, -307266.000, -29481.7773, 120694.891
8.00003, 0, -305325.781, -28680.8320, 123309.906
9.00002, 0, -303274.750, -27201.3828, 124059.586
10, 0, -301221.938, -25634.1328, 124479.273
11, 0, -299213.281, -24172.0391, 125050.750
12, 0, -297276.219, -22890.1660, 125944.109
13, 0, -295431.062, -21820.6992, 127217.539
14, 0, -293691.938, -20971.7109, 128870.391
15, 0, -292060.156, -20320.5117, 130833.414
16, 0, -290503.406, -19774.5742, 132886.781
17, 0, -288890.750, -19042.9375, 134384.531
18, 0, -286756.594, -17165.4902, 133247.578
19, 0, -284619.969, -15144.6611, 131588.469
20, 0, -282663.344, -13310.8828, 130087.086
21, 0, -280965.062, -11786.1641, 128987.680
22, 0, -279557.656, -10599.4893, 128359.281
23, 0, -278433.375, -9695.55859, 128147.375
24, 0, -277511.500, -8861.32812, 128107.078
25, 0, -276517.875, -7461.18018, 127510.852
26, 0, -274538.125, -3456.44019, 124046.898
27, 0, -272524.812, 1095.47632, 120013.023
28, 0, -270793.406, 5532.92188, 116136.422
29, 0, -269468.125, 9613.12207, 112677.547
30, 0, -268600.094, 13254.9268, 109725.391
31, 0, -268193.938, 16483.7617, 107272.922
32, 0, -268190.344, 19478.9258, 105194.102
33, 0, -268386.594, 22770.7754, 103101.461
34, 0, -268180.781, 27873.8867, 99875.6875
35, 0, -265639.594, 39593.7227, 91947.1016
36, 0, -262726.375, 53107.8555, 82911.9609
37, 0, -260074.141, 66875.9297, 73924.9688
38, 0, -257923.281, 80329.5391, 65419.4102
39, 0, -256391.609, 93225.6562, 57588.9883
40, 0, -255588.297, 105414.008, 50561.5938
41, 0, -255722.625, 116695.055, 44506.8008
42, 0, -257348.078, 126595.344, 39808.0508
43, 0, -262199.281, 133659.141, 37607.8047
44, 0, -268551.094, 139336.922, 36811.9883
45, 0, -275853.688, 144094.594, 37084.2539
46, 0, -283897.750, 148114.297, 38302.5977
47, 0, -292573.531, 151501.172, 40393.2773
48, 0, -301767.719, 154381.328, 43238.6641
49, 0, -311261.625, 157018.438, 46544.5000
50, 0, -320495.812, 160104.234, 49485.2500
