x, y, z, k, l
0, 0, -182315.453, 111162.383, 44856.1367
0.99998, 0, -166549.844, 117350.648, 51546.4570
1.99997, 0, -149522.328, 124623.242, 58504.1172
3.00003, 0, -132054.469, 132924.609, 65730.4531
4.00002, 0, -114488.820, 142185.859, 73225.6875
5, 0, -96999.0547, 152313.938, 80976.0078
5.99998, 0, -79635.4688, 163168.500, 88928.9141
6.99997, 0, -62216.8633, 174499.453, 96929.9688
8.00003, 0, -43918.2656, 185753.469, 104528.844
9.00002, 0, -21750.6445, 195371.938, 110275.281
10, 0, 944.447876, 204717.156, 115663.672
11, 0, 22979.4160, 214153.516, 121191.250
12, 0, 43808.3359, 223748.406, 127058.375
13, 0, 63124.4961, 233463.516, 133353.422
14, 0, 80764.5469, 243212.500, 140093.891
15, 0, 96759.3594, 252871.516, 147194.188
16, 0, 111584.617, 262253.625, 154330.375
17, 0, 126980.625, 271003.812, 160499.609
18, 0, 148944.875, 278202.812, 162417.594
19, 0, 170982.594, 284600.156, 163480.078
20, 0, 190881.984, 290399.125, 164790.844
21, 0, 207766.625, 295671.469, 166738.141
22, 0, 221368.047, 300507.688, 169382.812
23, 0, 231989.938, 305155.906, 172473.688
24, 0, 241024.359, 310313.062, 175162.609
25, 0, 252794.234, 317983.125, 174989.125
26, 0, 281357.594, 334568.500, 164128.406
27, 0, 312327.938, 353605.500, 150439.391
28, 0, 341023.156, 373016.094, 136441.266
29, 0, 365685.812, 392048.375, 123051.344
30, 0, 385699.969, 410489.250, 110571.664
31, 0, 401211.062, 428536.250, 98908.7031
32, 0, 413457.938, 447052.594, 87416.2500
33, 0, 426153.281, 468466.625, 74202.9688
34, 0, 449917.594, 499615.500, 53885.1797
35, 0, 518431.688, 562083.688, 9387.63965
36, 0, 597905.562, 634293.000, -42090.8203
37, 0, 677578.062, 709378.188, -95002.2109
38, 0, 753533.188, 784837.375, -147225.359
39, 0, 824174.500, 859644.625, -197752.688
40, 0, 888606.562, 933230.312, -245826.391
41, 0, 945673.062, 1004898.50, -290331.438
42, 0, 992497.000, 1072982.62, -328683.344
43, 0, 1019944.31, 1132251.38, -353165.250
44, 0, 1037356.25, 1188053.88, -371204.750
45, 0, 1047798.62, 1242137.50, -385093.375
46, 0, 1052486.38, 1295163.25, -395652.656
47, 0, 1052016.25, 1347377.88, -403344.250
48, 0, 1046800.12, 1398784.12, -408860.594
49, 0, 1037314.19, 1449076.38, -413936.969
50, 0, 1024474.06, 1497217.50, -423491.156
51, 0, 1010815.38, 1539793.50, -453188.562
52, 0, 993948.375, 1580286.88, -487343.094
53, 0, 973137.688, 1619829.50, -520949.062
54, 0, 948143.938, 1658855.50, -552190.812
55, 0, 918919.250, 1697547.62, -580461.250
56, 0, 885545.062, 1735963.88, -605913.562
57, 0, 848299.062, 1774040.88, -629765.750
58, 0, 807922.875, 1811484.88, -655684.188
59, 0, 766485.438, 1847388.00, -694301.062
60, 0, 730543.562, 1878828.25, -779754.750
61, 0, 693384.500, 1908660.38, -877003.750
62, 0, 652810.375, 1937731.38, -974492.188
63, 0, 607993.688, 1966257.50, -1067689.75
64, 0, 558648.438, 1994173.25, -1154679.25
65, 0, 504841.719, 2021165.75, -1234955.38
66, 0, 447131.656, 2046475.75, -1309546.00
67, 0, 387258.438, 2068158.12, -1382785.25
68, 0, 330776.438, 2080330.75, -1469407.62
69, 0, 272170.375, 2088603.00, -1554258.00
70, 0, 209762.047, 2094693.38, -1632531.88
71, 0, 143065.109, 2099180.50, -1702583.75
72, 0, 72073.8672, 2102246.50, -1763945.38
73, 0, -2919.36108, 2103891.75, -1816701.62
74, 0, -81263.5703, 2103949.75, -1861328.00
75, 0, -161570.297, 2101932.75, -1898837.50
76, 0, -240442.281, 2096479.25, -1931518.62
77, 0, -307803.250, 2083327.25, -1965780.00
78, 0, -373062.656, 2066572.12, -1995964.25
79, 0, -438940.812, 2047446.88, -2020515.88
80, 0, -506066.719, 2026330.00, -2039052.88
81, 0, -574085.125, 2003289.75, -2051476.12
82, 0, -641636.000, 1978235.38, -2057495.00
83, 0, -705349.188, 1950912.88, -2055986.00
84, 0, -756371.438, 1920710.00, -2043321.88
85, 0, -767594.125, 1885864.75, -2007480.75
86, 0, -765341.188, 1847976.25, -1960877.62
87, 0, -757776.688, 1807552.88, -1907552.75
88, 0, -747778.812, 1764873.00, -1849048.75
89, 0, -736661.875, 1720338.75, -1786063.00
90, 0, -725794.438, 1674872.62, -1719059.50
91, 0, -718255.188, 1630804.88, -1648681.25
92, 0, -722725.750, 1594513.12, -1576475.75
93, 0, -767012.688, 1585955.75, -1507248.75
94, 0, -822721.750, 1585273.50, -1436073.38
95, 0, -880639.562, 1586183.00, -1361333.00
96, 0, -937298.000, 1586449.75, -1282415.62
97, 0, -991272.062, 1585263.75, -1199094.75
98, 0, -1041976.38, 1582389.75, -1111367.00
99, 0, -1089230.62, 1577872.12, -1019485.12
100, 0, -1133133.88, 1571985.00, -924220.125
101, 0, -1174176.50, 1565431.75, -827745.438
102, 0, -1213907.00, 1560256.88, -736875.750
103, 0, -1250895.00, 1554563.88, -644901.000
104, 0, -1284735.25, 1547760.50, -549788.625
105, 0, -1315269.88, 1539574.00, -450987.031
106, 0, -1342255.88, 1529691.62, -348638.781
107, 0, -1364988.75, 1517439.00, -243554.188
108, 0, -1381480.12, 1501126.75, -137815.016
109, 0, -1386038.75, 1476145.75, -36921.8086
