x, y, z, k, l
0, 0, 333916.969, -220910.953, 243517.969
0.99998, 0, 374837.594, -200813.656, 230358.078
1.99997, 0, 419604.594, -179864.938, 215458.422
3.00003, 0, 466503.031, -159098.141, 199432.969
4.00002, 0, 514838.531, -138857.094, 182552.453
5, 0, 564224.312, -119247.820, 164976.797
5.99998, 0, 614376.312, -100234.570, 146807.312
6.99997, 0, 665064.062, -81565.5234, 128059.266
8.00003, 0, 716142.688, -62420.4727, 108513.375
9.00002, 0, 767733.375, -40085.1211, 87149.0391
10, 0, 819203.312, -17390.9941, 65343.2930
11, 0, 870181.125, 4721.06494, 43675.8867
12, 0, 920372.812, 25874.5723, 22496.8613
13, 0, 969509.688, 45894.3594, 2073.02173
14, 0, 1017330.50, 64695.6211, -17388.5000
15, 0, 1063575.62, 82260.9609, -35791.3906
16, 0, 1107988.50, 98681.3516, -53327.2109
17, 0, 1150328.12, 114328.953, -71031.5469
18, 0, 1190419.38, 130506.281, -92795.2656
19, 0, 1227850.25, 145793.141, -114145.086
20, 0, 1262292.12, 159708.031, -133500.766
21, 0, 1293457.88, 172066.578, -150228.953
22, 0, 1321123.00, 182828.188, -164228.234
23, 0, 1345212.50, 192106.109, -176087.547
24, 0, 1366048.00, 200331.562, -187921.406
25, 0, 1385107.38, 208816.422, -206105.656
26, 0, 1407772.25, 221821.266, -251280.047
27, 0, 1427928.12, 234950.469, -302291.406
28, 0, 1443414.25, 246766.234, -352262.094
29, 0, 1453307.88, 256733.781, -398660.219
30, 0, 1457233.88, 264687.781, -440715.594
31, 0, 1455269.75, 270732.500, -478918.406
32, 0, 1448217.75, 275379.281, -515632.594
33, 0, 1438517.75, 280060.688, -557456.625
34, 0, 1433117.38, 288767.312, -622777.750
35, 0, 1453899.00, 314005.875, -769325.438
36, 0, 1479129.12, 343381.719, -939578.500
37, 0, 1502020.75, 373016.125, -1115284.00
38, 0, 1520237.50, 401575.656, -1289800.62
39, 0, 1532900.75, 428608.656, -1460310.62
40, 0, 1539393.38, 453966.719, -1624894.88
41, 0, 1538377.50, 477504.875, -1780454.75
42, 0, 1525775.75, 498714.750, -1918863.75
43, 0, 1487977.38, 515678.562, -2014283.88
44, 0, 1439391.62, 530664.750, -2093143.50
45, 0, 1384878.50, 544509.125, -2164035.25
46, 0, 1326439.12, 557600.500, -2230145.25
47, 0, 1265034.75, 570124.188, -2292570.75
48, 0, 1201130.00, 582079.375, -2351157.00
49, 0, 1134771.12, 593125.062, -2404169.50
50, 0, 1065234.25, 602024.062, -2446158.00
51, 0, 989456.938, 604593.188, -2459630.75
52, 0, 911029.625, 605180.875, -2462130.25
53, 0, 831245.500, 605219.375, -2459262.50
54, 0, 750707.500, 605269.375, -2453072.00
55, 0, 669776.000, 605565.875, -2444292.75
56, 0, 588725.500, 606153.812, -2432965.75
57, 0, 507829.094, 606838.938, -2418398.00
58, 0, 427463.875, 606901.500, -2398429.75
59, 0, 348376.188, 604147.312, -2366871.00
60, 0, 272611.688, 591428.938, -2304025.25
61, 0, 198357.578, 576134.438, -2229906.25
62, 0, 125106.906, 560705.188, -2151051.00
63, 0, 52757.2773, 546097.688, -2069979.38
64, 0, -18599.5352, 532711.750, -1987752.38
65, 0, -88659.4219, 520641.000, -1904727.00
66, 0, -156671.906, 509640.312, -1820662.88
67, 0, -220638.516, 498729.219, -1734236.25
68, 0, -274357.938, 484613.906, -1640880.00
69, 0, -323999.094, 470642.812, -1545216.50
70, 0, -371563.250, 457862.656, -1448676.38
71, 0, -417831.562, 446616.750, -1351727.38
72, 0, -463152.719, 436984.312, -1254507.50
73, 0, -507648.906, 428916.156, -1157071.25
