x, y, z, k, l
0, 0, -342372.781, 51575.9531, 116743.078
0.99998, 0, -336172.906, 55171.3750, 120006.156
1.99997, 0, -329614.750, 59067.1016, 123590.242
3.00003, 0, -323023.344, 63210.4531, 127701.500
4.00002, 0, -316533.031, 67564.9922, 132393.625
5, 0, -310206.531, 72097.2500, 137651.922
5.99998, 0, -304045.594, 76773.4375, 143388.391
6.99997, 0, -297929.500, 81559.2109, 149361.219
8.00003, 0, -291394.000, 86422.1797, 154899.031
9.00002, 0, -282820.812, 91342.1172, 157897.172
10, 0, -273966.469, 96250.4297, 160433.547
11, 0, -265439.844, 101092.414, 163163.906
12, 0, -257508.531, 105816.836, 166322.750
13, 0, -250313.766, 110374.992, 169992.562
14, 0, -243922.391, 114723.984, 174172.953
15, 0, -238301.656, 118838.133, 178761.422
16, 0, -233190.891, 122737.961, 183427.266
17, 0, -227681.609, 126580.195, 187192.188
18, 0, -218683.844, 130980.312, 186900.688
19, 0, -209506.562, 135213.766, 185768.094
20, 0, -201267.453, 139024.125, 184831.406
21, 0, -194405.547, 142313.812, 184462.719
22, 0, -189060.984, 145084.594, 184761.000
23, 0, -185110.562, 147480.609, 185621.719
24, 0, -181949.891, 149969.766, 186611.406
25, 0, -177692.234, 153928.344, 186449.828
26, 0, -166199.969, 163773.125, 181069.047
27, 0, -153748.312, 175025.734, 174515.625
28, 0, -142378.109, 186239.953, 168073.219
29, 0, -132857.031, 196884.656, 162203.922
30, 0, -125461.797, 206793.344, 157066.391
31, 0, -120153.844, 216059.625, 152641.281
32, 0, -116456.367, 225175.234, 148675.062
33, 0, -112910.789, 235551.078, 144388.891
34, 0, -105320.680, 251178.406, 137523.734
35, 0, -80350.9531, 284676.250, 120863.188
36, 0, -51402.8516, 323400.219, 101701.430
37, 0, -22754.9062, 363312.219, 82396.6094
38, 0, 4019.62109, 402918.625, 63858.4258
39, 0, 28249.6973, 441569.312, 46535.7539
40, 0, 49501.7500, 478832.938, 30797.9766
41, 0, 67138.3594, 514085.094, 17230.6562
42, 0, 79556.7266, 545797.688, 7221.93848
