x, y, z, k, l
0, 0, -354039.625, 7715.81836, 122648.602
0.99998, 0, -350908.719, 10241.2061, 124472.031
1.99997, 0, -347659.656, 12781.6914, 126583.648
3.00003, 0, -344418.875, 15311.3545, 129202.312
4.00002, 0, -341241.531, 17815.0059, 132385.750
5, 0, -338154.562, 20283.2344, 136121.312
5.99998, 0, -335157.469, 22716.3105, 140325.750
6.99997, 0, -332191.906, 25139.2930, 144768.469
8.00003, 0, -329035.812, 27649.7656, 148810.688
9.00002, 0, -324917.125, 30592.4648, 150451.438
10, 0, -320672.312, 33579.9102, 151662.922
11, 0, -316590.969, 36471.7656, 153065.562
12, 0, -312800.406, 39201.1055, 154879.297
13, 0, -309367.656, 41728.3555, 157180.250
14, 0, -306323.875, 44031.1992, 159967.062
15, 0, -303650.688, 46112.7656, 163147.016
16, 0, -301215.031, 48036.3555, 166424.812
17, 0, -298557.062, 50037.3906, 168932.453
18, 0, -294115.656, 52931.3398, 167876.312
19, 0, -289560.906, 55833.5664, 166098.156
20, 0, -285457.281, 58444.8086, 164514.125
21, 0, -282028.219, 60652.5664, 163454.641
22, 0, -279349.094, 62438.3281, 163013.922
23, 0, -277369.250, 63888.5391, 163118.281
24, 0, -275812.531, 65308.0586, 163433.266
25, 0, -273804.938, 67602.7109, 162960.672
26, 0, -268493.125, 73683.3984, 158522.188
27, 0, -262803.250, 80598.1641, 153286.203
28, 0, -257689.438, 87393.2891, 148258.641
29, 0, -253513.125, 93716.8047, 143801.844
30, 0, -250407.875, 99453.3516, 140040.906
31, 0, -248363.344, 104650.531, 136964.922
32, 0, -247173.156, 109598.930, 134392.906
33, 0, -246195.328, 115146.578, 131768.469
34, 0, -243575.578, 123705.164, 127484.125
35, 0, -233414.797, 142913.859, 116415.195
36, 0, -221649.234, 165108.312, 103727.703
37, 0, -210177.469, 187838.938, 91082.7734
38, 0, -199702.797, 210199.797, 79107.2812
39, 0, -190536.094, 231800.531, 68087.8906
40, 0, -182901.312, 252394.984, 58225.3789
41, 0, -177159.438, 271650.156, 49802.1680
42, 0, -174232.547, 288773.062, 43467.9219
43, 0, -177005.391, 301326.375, 41163.5547
44, 0, -182586.797, 311736.938, 41029.0820
45, 0, -190045.281, 320781.594, 42492.9922
46, 0, -199016.750, 328758.062, 45349.5898
47, 0, -209299.938, 335826.375, 49478.0664
48, 0, -220676.297, 342163.719, 54688.9766
49, 0, -232718.500, 348134.156, 60508.3164
50, 0, -244330.766, 354700.094, 65603.1953
51, 0, -252150.719, 364855.031, 65749.0625
52, 0, -259424.422, 375671.594, 65143.6992
53, 0, -267154.094, 386235.000, 65124.1172
54, 0, -275680.969, 396226.594, 66184.8438
55, 0, -285105.750, 405550.094, 68514.5391
56, 0, -295383.375, 414252.750, 72119.6406
57, 0, -306257.469, 422598.719, 76744.9531
58, 0, -316966.188, 431373.531, 81512.4609
59, 0, -325294.031, 442866.500, 83752.2188
60, 0, -324120.562, 464457.062, 74748.9375
61, 0, -320688.969, 488545.562, 63489.4258
62, 0, -317346.125, 512617.375, 52920.8945
63, 0, -314963.625, 535680.500, 44163.2266
64, 0, -313845.656, 557316.875, 37617.9453
65, 0, -313950.250, 577439.562, 33214.7617
66, 0, -314783.812, 596366.062, 30209.4863
67, 0, -314783.000, 615347.812, 26200.7012
68, 0, -308935.250, 638633.875, 13391.1963
69, 0, -302204.562, 661790.062, -349.604675
70, 0, -296131.344, 683366.500, -12514.1729
71, 0, -291228.250, 702815.000, -22201.7344
72, 0, -287633.938, 719921.875, -29099.4590
73, 0, -285307.750, 734642.562, -33193.7148
74, 0, -284055.844, 747089.562, -34769.1523
75, 0, -283416.594, 757664.625, -34693.2305
76, 0, -282224.438, 767542.688, -35419.8906
77, 0, -276990.156, 780472.438, -44686.5820
78, 0, -270976.750, 792630.312, -54795.9609
79, 0, -265138.156, 802767.312, -63319.6758
80, 0, -259738.812, 810397.562, -69409.1406
81, 0, -254794.266, 815295.938, -72801.0078
82, 0, -250199.188, 817330.438, -73550.9609
83, 0, -245731.656, 816395.062, -72092.4609
84, 0, -240917.812, 812376.062, -69756.0234
85, 0, -234466.703, 805115.562, -70816.9531
86, 0, -227495.297, 794589.188, -70950.6641
87, 0, -220323.844, 780761.625, -68770.8906
88, 0, -213065.969, 763690.312, -63818.5859
89, 0, -205822.531, 743706.875, -56116.5039
90, 0, -198820.484, 721835.188, -46277.4766
91, 0, -192664.031, 700882.750, -36202.4141
92, 0, -189052.109, 688758.250, -31376.5137
93, 0, -193352.703, 710472.875, -49252.7305
94, 0, -200196.938, 740935.062, -72297.3281
95, 0, -207880.453, 772142.438, -94914.0000
96, 0, -215790.828, 801196.500, -115069.906
97, 0, -223695.891, 827013.875, -132005.375
98, 0, -231507.453, 849290.625, -145531.016
99, 0, -239185.281, 868208.500, -155871.734
100, 0, -246681.219, 884569.312, -163886.391
101, 0, -253864.719, 900644.562, -172035.672
102, 0, -260304.828, 923476.562, -188029.422
103, 0, -266439.438, 946201.062, -204307.266
104, 0, -272387.125, 966692.812, -218545.594
105, 0, -278132.156, 984206.375, -229992.625
106, 0, -283526.469, 998395.312, -238451.797
107, 0, -288174.375, 1008869.69, -243941.703
108, 0, -291086.594, 1014716.94, -246555.156
109, 0, -289605.875, 1013350.38, -246370.469
110, 0, -275506.906, 996495.500, -243309.844
111, 0, -256835.438, 972527.875, -237765.609
112, 0, -236100.078, 944151.250, -229964.844
113, 0, -214175.703, 912393.250, -220085.859
114, 0, -191382.453, 877722.312, -208299.062
115, 0, -167839.250, 840443.938, -194801.922
116, 0, -143596.641, 800925.750, -179884.078
117, 0, -118691.227, 759891.312, -164093.203
118, 0, -93171.5156, 719172.562, -148739.141
119, 0, -67125.5078, 684363.312, -137720.000
120, 0, -40563.6172, 650054.750, -127309.922
121, 0, -13539.1875, 614599.438, -116369.828
122, 0, 13860.3711, 577512.188, -104536.156
123, 0, 41483.5742, 538841.438, -91744.8203
124, 0, 69023.0703, 499176.469, -78128.0391
125, 0, 95761.7188, 460212.281, -64109.1406
126, 0, 119789.484, 426722.688, -50847.3242
127, 0, 135165.438, 413834.531, -41917.0430
128, 0, 147750.703, 406258.281, -33889.2578
129, 0, 159405.297, 399024.125, -25732.5508
130, 0, 170801.047, 390247.469, -17138.2168
131, 0, 182163.656, 379215.125, -8078.50098
132, 0, 193441.391, 365931.281, 1287.85437
133, 0, 204185.109, 351371.312, 10518.2061
134, 0, 212947.250, 338871.344, 18437.1562
135, 0, 215006.484, 339441.438, 21439.3750
136, 0, 215110.203, 341848.344, 23014.2227
137, 0, 214770.734, 342481.812, 24245.2051
138, 0, 214540.922, 340019.125, 25509.0957
139, 0, 214634.125, 333976.250, 26939.3809
140, 0, 215107.906, 324293.031, 28568.4355
141, 0, 215890.156, 311322.844, 30363.0332
142, 0, 216678.797, 296217.250, 32196.6523
143, 0, 216559.906, 282297.250, 33713.3906
144, 0, 212594.906, 280122.406, 33816.9180
145, 0, 207716.609, 279059.719, 33522.4336
146, 0, 202845.219, 275722.156, 33116.2148
147, 0, 198297.375, 268932.250, 32673.4746
148, 0, 194171.047, 258410.891, 32217.1191
149, 0, 190462.438, 244532.344, 31805.6582
150, 0, 187086.281, 228713.547, 31659.3867
151, 0, 183810.344, 215058.594, 32496.2363
152, 0, 179953.031, 216542.141, 36719.9922
153, 0, 176133.969, 220209.188, 41810.9727
154, 0, 172530.500, 221946.516, 46929.1641
155, 0, 169193.641, 220296.672, 51743.0781
156, 0, 166143.672, 214811.344, 56131.4141
157, 0, 163421.016, 205649.594, 60142.6719
158, 0, 161151.375, 193747.516, 64114.7539
159, 0, 159693.375, 181729.578, 69075.4688
160, 0, 160075.531, 176900.625, 77999.1406
161, 0, 165569.953, 202176.766, 100364.453
162, 0, 172894.734, 234837.344, 126658.969
163, 0, 181005.281, 267759.844, 153861.266
164, 0, 189523.516, 298507.469, 180894.500
165, 0, 198305.078, 326356.906, 207384.219
166, 0, 207298.531, 351420.062, 233281.828
167, 0, 216494.828, 374564.000, 258801.281
168, 0, 225912.812, 398156.281, 284635.406
169, 0, 235614.969, 429266.375, 312941.625
170, 0, 245567.250, 461316.250, 341662.344
171, 0, 255766.781, 492372.219, 370179.406
172, 0, 266207.656, 521855.031, 398291.469
173, 0, 276851.969, 549600.625, 425913.094
174, 0, 287574.906, 575480.438, 452933.875
175, 0, 298025.938, 599071.688, 479056.188
176, 0, 307208.531, 618951.125, 503395.000
177, 0, 311960.312, 630288.250, 523080.594
178, 0, 315473.062, 638213.625, 541027.812
179, 0, 318768.188, 644438.562, 558174.500
