x, y, z, k, l
0, 0, 481878.500, -248809.062, 480700.031
0.99998, 0, 522373.000, -227523.203, 450938.281
1.99997, 0, 566890.062, -206094.656, 418749.031
3.00003, 0, 613822.500, -185831.938, 385589.875
4.00002, 0, 662511.812, -167133.703, 352006.875
5, 0, 712568.812, -150061.953, 318242.531
5.99998, 0, 763650.625, -134440.312, 284376.875
6.99997, 0, 815330.438, -119686.164, 250263.703
8.00003, 0, 866869.438, -104130.625, 215168.125
9.00002, 0, 916451.188, -82484.6406, 176384.625
10, 0, 965452.062, -60067.2422, 137014.578
11, 0, 1014168.31, -38583.7695, 98195.3203
12, 0, 1062573.00, -18661.1523, 60485.5547
13, 0, 1110513.12, -537.783508, 24238.7266
14, 0, 1157751.62, 15732.1045, -10296.8916
15, 0, 1203931.00, 30253.2188, -42995.0977
16, 0, 1248421.25, 43415.7305, -74001.6016
17, 0, 1289826.12, 56374.8398, -104237.414
18, 0, 1324179.50, 72835.0391, -137236.781
19, 0, 1355039.75, 89021.7422, -168873.781
20, 0, 1383402.12, 103713.906, -197669.844
21, 0, 1409491.38, 116467.203, -223008.359
22, 0, 1433246.12, 127151.328, -244748.609
23, 0, 1454462.00, 135865.922, -263359.156
24, 0, 1472813.25, 143085.984, -280653.844
25, 0, 1487754.50, 150267.094, -302208.000
26, 0, 1498083.62, 162117.641, -346191.562
27, 0, 1504448.62, 173805.922, -393871.688
28, 0, 1506891.50, 183758.812, -439124.656
29, 0, 1505307.00, 191392.953, -479668.812
30, 0, 1499586.62, 196516.938, -514787.312
31, 0, 1489704.88, 199199.188, -544898.625
32, 0, 1475843.75, 199867.234, -572132.500
33, 0, 1458683.25, 199737.891, -602500.688
34, 0, 1440258.75, 202204.453, -652819.250
35, 0, 1427036.12, 217892.750, -775931.125
36, 0, 1412629.12, 236307.344, -919214.438
37, 0, 1395104.38, 254190.156, -1066014.38
38, 0, 1373871.12, 270461.719, -1210320.38
39, 0, 1348771.25, 284828.656, -1349618.12
