x, y, z, k, l
0, 0, -231555.891, 103057.867, 63422.8594
0.99998, 0, -217957.156, 108642.531, 69317.3906
1.99997, 0, -203341.688, 115136.711, 75505.2812
3.00003, 0, -188435.656, 122483.586, 82048.2188
4.00002, 0, -173538.422, 130620.812, 88961.4219
5, 0, -158796.094, 139468.547, 96229.2188
5.99998, 0, -144238.750, 148910.969, 103786.492
6.99997, 0, -129675.602, 158748.906, 111448.000
8.00003, 0, -114300.867, 168553.141, 118687.125
9.00002, 0, -95242.1250, 177133.156, 123825.789
10, 0, -75674.1719, 185507.922, 128568.406
11, 0, -56714.8281, 193940.609, 133471.484
12, 0, -38869.4062, 202468.797, 138750.500
13, 0, -22415.4492, 211049.875, 144492.906
14, 0, -7495.06250, 219605.969, 150709.016
15, 0, 5931.13477, 228035.859, 157304.078
16, 0, 18316.8047, 236205.625, 163943.469
17, 0, 31292.5742, 243899.172, 169613.969
18, 0, 50450.6289, 250625.625, 171020.531
19, 0, 69759.5078, 256713.266, 171551.109
20, 0, 87171.3047, 262231.750, 172304.500
21, 0, 101877.477, 267203.188, 173669.172
22, 0, 113628.820, 271695.531, 175719.141
23, 0, 122694.086, 275941.094, 178246.516
24, 0, 130319.000, 280614.094, 180523.406
25, 0, 140375.453, 287665.094, 180429.688
26, 0, 165456.812, 303335.438, 171219.703
27, 0, 192671.562, 321311.906, 159664.125
28, 0, 217823.281, 339561.125, 147931.297
29, 0, 239335.859, 357344.312, 136810.750
30, 0, 256654.656, 374447.250, 126564.766
31, 0, 269901.125, 391050.406, 117120.977
32, 0, 280159.188, 407965.062, 107945.773
33, 0, 290682.594, 427478.500, 97468.8672
34, 0, 310779.062, 456029.562, 81213.3047
35, 0, 369964.438, 513942.438, 44972.7148
36, 0, 438625.688, 580894.250, 3062.59253
37, 0, 507328.844, 650414.938, -39894.2070
38, 0, 572635.125, 720138.188, -82119.0859
39, 0, 633131.750, 789076.000, -122742.344
40, 0, 688004.500, 856640.938, -161059.938
41, 0, 736173.375, 922053.688, -195966.094
42, 0, 774945.812, 983412.000, -224837.281
43, 0, 795798.625, 1034760.38, -239797.750
44, 0, 807426.062, 1082148.00, -248445.234
45, 0, 812676.312, 1127539.38, -253126.359
46, 0, 812679.750, 1171675.75, -254680.359
47, 0, 808010.188, 1214857.25, -253564.312
48, 0, 799120.250, 1257178.25, -250434.656
