x, y, z, k, l
0, 0, -345690.312, -9543.77441, 119563.141
0.99998, 0, -343149.656, -7355.75928, 121017.148
1.99997, 0, -340517.688, -5245.41455, 122750.461
3.00003, 0, -337874.094, -3231.49072, 124972.234
4.00002, 0, -335256.719, -1323.15515, 127737.289
5, 0, -332686.562, 477.758667, 131033.148
5.99998, 0, -330167.094, 2183.00122, 134779.750
6.99997, 0, -327663.188, 3839.11646, 138757.203
8.00003, 0, -325030.031, 5593.06982, 142357.328
9.00002, 0, -321754.469, 7931.75879, 143675.812
10, 0, -318400.312, 10339.4092, 144588.828
11, 0, -315165.500, 12639.6797, 145686.297
12, 0, -312139.312, 14757.0254, 147177.266
13, 0, -309370.781, 16653.0684, 149133.516
14, 0, -306884.125, 18311.6426, 151553.625
15, 0, -304667.688, 19746.4141, 154350.078
16, 0, -302625.250, 21040.1367, 157246.359
17, 0, -300418.719, 22472.4922, 159431.109
18, 0, -296893.500, 24985.7734, 158295.406
19, 0, -293291.000, 27579.0996, 156491.062
20, 0, -290032.969, 29918.7051, 154872.656
21, 0, -287288.281, 31880.4180, 153748.188
22, 0, -285116.188, 33439.1133, 153205.672
23, 0, -283482.812, 34669.6641, 153178.031
24, 0, -282188.156, 35844.9258, 153358.500
25, 0, -280592.500, 37776.3438, 152831.938
26, 0, -276601.000, 43068.8398, 148685.234
27, 0, -272366.312, 49086.6602, 143822.062
28, 0, -268591.750, 54980.0977, 139164.312
29, 0, -265545.094, 60436.4766, 135043.734
30, 0, -263326.812, 65352.9141, 131574.391
31, 0, -261931.703, 69768.4062, 128746.844
32, 0, -261210.359, 73930.7266, 126398.188
33, 0, -260692.469, 78565.5625, 124028.797
34, 0, -259014.547, 85739.1016, 120197.648
35, 0, -251833.484, 101998.742, 110313.734
36, 0, -243524.688, 120775.453, 99001.4766
37, 0, -235488.953, 139970.234, 87746.1328
38, 0, -228247.344, 158807.156, 77105.6875
39, 0, -222035.250, 176952.047, 67331.0234
40, 0, -217033.703, 194193.953, 58591.0156
41, 0, -213550.531, 210246.578, 51114.9805
42, 0, -212381.344, 224427.094, 45426.0352
43, 0, -216017.234, 234635.703, 43085.9023
44, 0, -221966.203, 242962.812, 42597.1211
45, 0, -229427.688, 250077.859, 43499.1055
46, 0, -238091.453, 256238.375, 45625.3438
47, 0, -247789.656, 261584.969, 48875.9062
48, 0, -258344.922, 266276.219, 53091.1719
49, 0, -269413.500, 270638.750, 57870.2852
50, 0, -280115.594, 275533.625, 62085.1719
51, 0, -287753.031, 283633.188, 62158.1523
52, 0, -294925.750, 292333.844, 61652.8711
53, 0, -302435.844, 300824.969, 61707.4805
54, 0, -310557.625, 308825.281, 62745.2031
55, 0, -319374.781, 316249.688, 64929.6016
56, 0, -328855.531, 323138.438, 68269.8359
57, 0, -338797.438, 329722.062, 72556.7109
58, 0, -348585.312, 336690.688, 77063.8672
59, 0, -356412.438, 346062.656, 79579.5312
60, 0, -356449.938, 364352.000, 72883.0078
61, 0, -354638.875, 384852.406, 64422.4375
62, 0, -352906.188, 405347.906, 56640.3047
63, 0, -351968.188, 424968.281, 50463.1836
64, 0, -352073.344, 443352.656, 46219.8398
65, 0, -353179.469, 460438.438, 43842.7578
66, 0, -354855.906, 476535.219, 42693.3242
67, 0, -355743.000, 492820.938, 40723.6875
68, 0, -351478.312, 513267.750, 31294.3594
69, 0, -346386.781, 533749.375, 21103.6504
70, 0, -341814.344, 552919.875, 12285.7910
71, 0, -338214.094, 570271.500, 5607.11475
72, 0, -335715.000, 585606.125, 1332.57715
73, 0, -334289.188, 598881.750, -529.988220
74, 0, -333770.125, 610202.125, -233.126938
75, 0, -333740.531, 619942.188, 1457.72571
76, 0, -333116.375, 629204.250, 2377.35449
77, 0, -328607.000, 641512.500, -4303.02002
78, 0, -323335.250, 653269.938, -11787.3389
79, 0, -318231.125, 663301.750, -17930.9766
80, 0, -313568.469, 671151.312, -21985.9668
81, 0, -309380.688, 676608.562, -23727.4238
82, 0, -305574.812, 679552.125, -23228.5195
83, 0, -301916.188, 679887.562, -20938.9551
84, 0, -297840.688, 677518.188, -18222.1836
85, 0, -291705.188, 672319.875, -19448.9824
86, 0, -285031.031, 664255.375, -20210.5527
87, 0, -278277.812, 653287.688, -19098.6211
88, 0, -271607.562, 639464.938, -15645.8076
89, 0, -265109.812, 623080.875, -9855.16406
90, 0, -258910.109, 605049.188, -2274.37939
91, 0, -253304.547, 587882.500, 5387.47852
92, 0, -249105.766, 578666.750, 8204.11035
93, 0, -248865.875, 599822.062, -9484.45312
94, 0, -250041.000, 628855.625, -31966.3887
95, 0, -251826.328, 658593.375, -54233.7695
96, 0, -253934.594, 686435.125, -74473.0000
97, 0, -256255.938, 711406.562, -92009.8359
98, 0, -258740.219, 733232.750, -106676.812
99, 0, -261339.219, 752078.875, -118668.094
100, 0, -263948.125, 768682.312, -128722.547
101, 0, -266274.906, 785146.250, -138949.359
102, 0, -267393.281, 808014.875, -155946.156
103, 0, -268214.844, 830889.062, -173254.000
104, 0, -269003.625, 851782.812, -188888.219
105, 0, -269799.906, 869998.312, -202201.359
106, 0, -270500.312, 885218.375, -213006.203
107, 0, -270797.062, 897106.312, -221266.406
108, 0, -269927.094, 904890.375, -226926.516
109, 0, -265866.312, 906385.812, -229685.391
110, 0, -252391.609, 894598.625, -228328.125
111, 0, -235543.297, 876609.688, -224326.203
112, 0, -217189.344, 854705.062, -218232.266
113, 0, -197968.453, 829755.312, -210327.328
114, 0, -178103.297, 802160.500, -200807.203
115, 0, -157665.516, 772187.500, -189861.938
116, 0, -136672.141, 740165.500, -177750.172
117, 0, -115115.742, 706747.438, -164948.203
118, 0, -92951.2344, 673588.938, -152583.031
119, 0, -70000.6484, 645745.562, -143990.219
120, 0, -46504.5156, 618324.875, -136013.250
121, 0, -22575.1543, 589831.375, -127700.352
122, 0, 1696.47034, 559815.625, -118762.461
123, 0, 26188.8047, 528301.812, -109172.250
124, 0, 50675.3672, 495786.344, -99089.3047
125, 0, 74642.6953, 463725.938, -88976.4609
126, 0, 96738.5391, 436249.344, -80088.2656
127, 0, 112777.719, 426468.906, -76297.1953
128, 0, 126859.555, 421117.594, -73868.5469
129, 0, 140273.125, 415881.656, -71662.5703
130, 0, 153472.219, 409125.062, -69315.0156
131, 0, 166594.078, 400230.344, -66754.2031
132, 0, 179570.781, 389208.125, -64089.1836
133, 0, 192025.344, 376927.219, -61687.1406
134, 0, 202789.312, 366349.719, -60570.8242
135, 0, 208088.953, 367246.750, -63931.1602
136, 0, 211687.359, 369653.812, -68637.8750
137, 0, 214776.938, 370370.094, -73708.2188
138, 0, 217791.266, 368224.281, -78792.1719
139, 0, 220897.594, 362789.031, -83757.2656
140, 0, 224140.094, 354014.438, -88556.1406
141, 0, 227453.078, 342222.938, -93180.3828
142, 0, 230562.016, 328461.156, -97646.9922
143, 0, 232622.953, 315751.281, -102004.266
144, 0, 230896.344, 313710.969, -106370.938
145, 0, 228143.547, 312644.250, -110713.961
146, 0, 225241.969, 309458.094, -115060.617
147, 0, 222503.547, 303073.562, -119447.609
148, 0, 220032.406, 293232.156, -123886.039
149, 0, 217827.828, 280276.469, -128303.016
150, 0, 215787.156, 265513.688, -132399.250
151, 0, 213596.578, 252741.000, -135223.094
152, 0, 210276.328, 253977.219, -133636.656
153, 0, 206774.438, 257212.953, -130873.469
154, 0, 203382.250, 258632.062, -127993.273
155, 0, 200200.047, 256879.047, -125400.938
156, 0, 197270.812, 251533.375, -123239.070
157, 0, 194636.266, 242738.547, -121454.539
158, 0, 192386.766, 231363.094, -119677.984
159, 0, 190758.203, 219854.875, -116794.328
160, 0, 190409.953, 215041.391, -109586.539
161, 0, 193421.828, 238357.328, -87813.5234
162, 0, 197719.906, 268544.688, -61738.0781
163, 0, 202646.438, 298939.656, -34615.6797
164, 0, 207963.828, 327262.750, -7602.99414
165, 0, 213578.484, 352838.312, 18902.8770
166, 0, 219447.203, 375772.938, 44862.5469
167, 0, 225533.188, 396881.688, 70538.3906
168, 0, 231760.172, 418389.719, 96764.8359
169, 0, 237888.703, 446941.719, 126144.234
170, 0, 244177.469, 476355.719, 156184.938
171, 0, 250713.438, 504815.312, 186134.234
172, 0, 257521.844, 531778.125, 215745.031
173, 0, 264579.625, 557093.125, 244918.359
174, 0, 271779.750, 580644.625, 273548.156
175, 0, 278813.281, 602044.688, 301363.562
176, 0, 284800.500, 619977.188, 327561.219
177, 0, 286948.688, 629962.750, 349533.188
178, 0, 288081.938, 636770.062, 369936.500
179, 0, 289106.000, 641992.562, 389626.625
180, 0, 290351.688, 646265.750, 408920.188
181, 0, 291947.844, 649884.625, 427941.000
182, 0, 293949.594, 653016.000, 446727.188
183, 0, 296399.781, 655800.500, 465254.812
184, 0, 299386.281, 658447.500, 483403.844
185, 0, 303162.031, 661435.875, 500808.219
186, 0, 308542.906, 666188.500, 516293.188
187, 0, 314748.031, 671367.125, 531020.938
188, 0, 321554.562, 676583.938, 545351.562
189, 0, 328920.188, 681753.000, 559402.375
190, 0, 336901.281, 686939.812, 573195.438
191, 0, 345679.531, 692376.562, 586688.875
192, 0, 355713.656, 698639.875, 599745.562
193, 0, 368244.469, 707258.938, 611983.688
194, 0, 387150.812, 722961.625, 622209.312
195, 0, 408542.406, 741058.812, 631605.500
196, 0, 431138.750, 760035.875, 640555.750
197, 0, 454411.406, 779304.312, 649212.875
198, 0, 478072.969, 798585.375, 657653.750
199, 0, 501905.938, 817712.562, 665925.250
200, 0, 525678.875, 836556.250, 674052.875
201, 0, 549049.750, 854981.250, 682024.062
202, 0, 571316.188, 872781.875, 689721.750
203, 0, 590515.250, 889463.625, 696684.812
204, 0, 608485.000, 905476.125, 703433.938
205, 0, 625817.375, 920983.188, 710150.062
206, 0, 642756.062, 936076.812, 716911.375
207, 0, 659428.062, 950824.750, 723756.000
208, 0, 675884.500, 965260.125, 730694.625
209, 0, 692022.938, 979311.188, 737690.438
210, 0, 707269.938, 992565.500, 744573.188
0, 1, -342236.031, -11398.6846, 117064.219
0.99998, 1, -339795.531, -9203.62695, 119093.398
1.99997, 1, -337190.594, -7063.69775, 121192.117
3.00003, 1, -334506.906, -4995.06299, 123580.750
4.00002, 1, -331793.531, -3004.18188, 126343.586
5, 1, -329075.688, -1087.55432, 129476.539
5.99998, 1, -326354.031, 774.945679, 132886.516
6.99997, 1, -323589.219, 2637.11230, 136338.844
8.00003, 1, -320669.812, 4616.82617, 139345.344
9.00002, 1, -317408.094, 6900.13770, 141150.750
10, 1, -314039.000, 9278.49512, 142484.703
11, 1, -310722.688, 11611.8096, 143816.000
12, 1, -307547.750, 13825.4922, 145365.406
13, 1, -304560.656, 15882.9600, 147213.031
14, 1, -301775.094, 17775.8359, 149343.844
15, 1, -299160.906, 19532.1641, 151634.656
16, 1, -296605.344, 21247.6152, 153775.031
17, 1, -293840.312, 23145.4102, 155110.438
18, 1, -290432.094, 25585.0625, 154622.062
19, 1, -286887.125, 28166.8457, 153359.906
20, 1, -283540.812, 30634.6230, 152005.766
21, 1, -280558.812, 32877.7656, 150881.016
22, 1, -277993.250, 34892.2305, 150083.250
23, 1, -275788.094, 36790.6914, 149527.500
24, 1, -273723.500, 38879.3711, 148886.484
25, 1, -271292.750, 41812.9609, 147431.344
26, 1, -267688.312, 46613.8086, 144017.312
27, 1, -263768.094, 52246.8203, 139782.781
28, 1, -260091.828, 58043.5039, 135462.547
29, 1, -256932.344, 63691.2227, 131405.969
30, 1, -254391.438, 69096.1797, 127740.711
31, 1, -252439.609, 74344.7188, 124437.609
32, 1, -250876.703, 79771.6328, 121280.359
33, 1, -249193.406, 86172.4297, 117724.289
34, 1, -246307.844, 95199.7656, 112620.500
35, 1, -240533.562, 109411.555, 104182.469
36, 1, -233612.859, 126202.594, 94251.5469
37, 1, -226692.172, 143860.422, 84043.0547
38, 1, -220367.672, 161504.578, 74189.5078
39, 1, -214976.031, 178665.234, 65037.4336
40, 1, -210791.938, 195016.625, 56836.0000
41, 1, -208190.969, 210192.359, 49869.0781
42, 1, -207838.344, 223604.562, 44585.7422
43, 1, -210724.562, 234404.031, 41628.0039
44, 1, -215866.016, 243406.062, 40421.8984
45, 1, -222603.203, 251156.562, 40586.0391
46, 1, -230571.438, 257957.047, 41906.2539
47, 1, -239526.266, 264014.250, 44211.8008
48, 1, -249210.453, 269559.188, 47259.9023
49, 1, -259217.672, 274976.531, 50582.0742
50, 1, -268807.906, 280986.062, 53249.5234
51, 1, -276875.906, 288673.500, 53836.8477
52, 1, -284404.281, 297047.719, 53729.2422
53, 1, -292015.188, 305481.125, 53823.2266
54, 1, -299984.469, 313697.812, 54546.4961
55, 1, -308383.250, 321635.844, 56052.0820
56, 1, -317123.000, 329407.469, 58284.4922
57, 1, -325898.906, 337365.438, 60913.6719
58, 1, -334001.781, 346311.188, 63102.9961
59, 1, -339963.469, 357886.594, 63067.3477
60, 1, -341511.812, 374617.344, 58016.5234
61, 1, -341016.750, 393801.719, 50939.1680
62, 1, -340041.969, 413623.906, 43810.5820
63, 1, -339366.469, 433130.281, 37617.5859
64, 1, -339302.125, 451870.031, 32746.8672
65, 1, -339818.094, 469743.969, 29120.6094
66, 1, -340481.281, 487044.156, 26078.9199
67, 1, -340231.156, 504656.375, 22021.2617
68, 1, -337365.594, 524070.125, 14378.0186
69, 1, -333581.062, 543615.250, 5801.33447
70, 1, -329957.250, 562204.812, -1999.03027
71, 1, -326992.688, 579300.938, -8205.47461
72, 1, -324864.750, 594671.625, -12500.7402
73, 1, -323558.469, 608271.688, -14884.8955
74, 1, -322885.812, 620231.938, -15677.9727
75, 1, -322405.844, 630951.000, -15709.2197
76, 1, -321240.250, 641299.188, -16717.1992
77, 1, -318052.344, 652639.875, -21397.5215
78, 1, -314022.500, 663539.438, -27096.6230
79, 1, -309882.594, 673053.500, -32112.6445
80, 1, -305938.719, 680695.625, -35653.9141
81, 1, -302258.094, 686214.500, -37451.4883
82, 1, -298757.250, 689466.875, -37592.2305
83, 1, -295202.969, 690356.562, -36558.1133
84, 1, -291143.125, 688809.875, -35444.6914
