x, y, z, k, l
0, 0, 256376.672, -99595.8438, 39590.2734
0.99998, 0, 293499.375, -83266.0312, 39727.7031
1.99997, 0, 334128.562, -65518.7461, 38712.4219
3.00003, 0, 376669.938, -46987.8945, 36491.1992
4.00002, 0, 420469.125, -27916.7070, 33115.2188
5, 0, 465163.031, -8433.63574, 28679.7637
5.99998, 0, 510510.125, 11362.1426, 23310.2656
6.99997, 0, 556394.250, 31364.6953, 17173.1191
8.00003, 0, 603004.500, 51422.6406, 10524.3789
9.00002, 0, 651543.938, 71227.2578, 3893.01440
10, 0, 700263.125, 90924.5859, -2937.81860
11, 0, 748419.250, 110504.438, -9911.75488
12, 0, 795569.688, 129908.180, -16883.9395
13, 0, 841382.062, 149054.234, -23680.7480
14, 0, 885588.750, 167837.688, -30140.5352
15, 0, 928009.812, 186109.562, -36180.8672
16, 0, 968672.000, 203613.719, -41960.1094
17, 0, 1008198.25, 219786.781, -48357.8359
18, 0, 1049235.75, 233025.766, -58697.7344
19, 0, 1088445.50, 244797.875, -69160.2188
20, 0, 1124537.38, 255541.234, -78407.9297
21, 0, 1156872.38, 265404.156, -85930.7734
22, 0, 1185142.12, 274465.781, -91710.4844
23, 0, 1209423.25, 282854.281, -96402.0703
24, 0, 1230617.38, 290917.125, -102170.398
25, 0, 1251920.50, 299679.344, -115406.789
26, 0, 1284202.75, 312472.438, -156654.781
27, 0, 1315828.12, 325851.094, -204987.703
28, 0, 1342870.62, 338686.875, -253634.422
29, 0, 1363774.75, 350563.875, -300124.875
30, 0, 1377974.50, 361371.219, -343722.062
31, 0, 1385647.00, 371249.531, -384913.938
32, 0, 1388102.62, 380757.062, -425996.656
33, 0, 1389203.62, 391426.562, -473352.250
34, 0, 1399870.88, 407517.344, -544755.875
35, 0, 1454481.75, 442386.188, -696045.438
36, 0, 1518821.12, 482763.812, -871484.875
37, 0, 1582126.25, 524468.375, -1053331.00
38, 0, 1640600.75, 566017.938, -1235085.25
39, 0, 1692732.00, 606838.250, -1414001.00
40, 0, 1737461.38, 646608.562, -1588353.75
41, 0, 1772741.88, 684840.625, -1755684.38
42, 0, 1792661.62, 720172.375, -1909837.25
43, 0, 1777816.00, 748106.312, -2031439.62
44, 0, 1748467.38, 773409.250, -2140198.75
45, 0, 1711354.88, 797682.188, -2242477.75
46, 0, 1669158.00, 821549.438, -2340570.50
47, 0, 1623051.88, 845213.875, -2435149.25
48, 0, 1573424.12, 868527.688, -2525817.50
49, 0, 1519845.50, 890732.000, -2610670.50
50, 0, 1460141.00, 909464.375, -2684100.50
51, 0, 1386621.50, 917069.188, -2728398.50
52, 0, 1307432.38, 921296.938, -2761114.00
53, 0, 1225293.38, 924647.812, -2787788.25
54, 0, 1141309.62, 928055.938, -2810373.75
55, 0, 1056009.25, 931873.938, -2829483.00
56, 0, 969652.938, 936123.125, -2844977.00
57, 0, 882279.625, 940421.188, -2855848.25
58, 0, 793548.250, 943509.812, -2859274.75
59, 0, 702114.875, 941676.812, -2847406.00
60, 0, 603308.688, 922959.375, -2795491.50
61, 0, 502186.688, 899635.688, -2728517.25
62, 0, 400500.625, 875743.312, -2654602.75
63, 0, 299034.562, 852848.875, -2576837.00
64, 0, 198270.938, 831595.250, -2496466.75
65, 0, 98669.2344, 812118.625, -2413815.75
66, 0, 942.053528, 793994.812, -2328346.50
67, 0, -93290.6719, 775579.875, -2237829.00
68, 0, -179215.688, 751382.750, -2134825.75
69, 0, -261536.734, 726972.688, -2026823.38
70, 0, -341787.156, 704094.938, -1916174.75
71, 0, -420585.688, 683331.875, -1803698.62
72, 0, -498225.906, 664833.250, -1689689.00
73, 0, -574801.312, 648542.812, -1574285.50
74, 0, -650101.875, 634247.625, -1457712.62
75, 0, -723183.875, 621498.562, -1340643.00
76, 0, -790996.062, 609261.625, -1225174.75
77, 0, -843392.625, 594595.312, -1118294.38
78, 0, -890931.062, 580119.625, -1012608.50
79, 0, -937071.500, 566556.438, -905685.875
80, 0, -983072.750, 554067.625, -796723.000
81, 0, -1029199.56, 542633.938, -685837.812
82, 0, -1074784.50, 532199.750, -574337.688
83, 0, -1117388.62, 522778.094, -466123.438
84, 0, -1149806.00, 514645.312, -372277.438
85, 0, -1149008.25, 508977.500, -327842.469
86, 0, -1138187.00, 504356.219, -297698.656
87, 0, -1124750.00, 500275.812, -270677.625
88, 0, -1111371.50, 496533.250, -242798.859
89, 0, -1098990.00, 493089.531, -212704.828
90, 0, -1087677.12, 490096.594, -180304.500
91, 0, -1076665.50, 488096.812, -146622.938
92, 0, -1063450.62, 488691.438, -114860.055
93, 0, -1040038.25, 496992.594, -94996.7266
94, 0, -1014323.75, 507855.812, -77358.2500
95, 0, -988774.438, 519640.531, -58973.5195
96, 0, -964242.000, 531752.188, -38864.4688
97, 0, -941003.250, 543961.812, -16762.2969
98, 0, -919073.312, 556178.000, 7276.11523
99, 0, -898263.688, 568349.625, 32928.0547
100, 0, -878048.125, 580396.688, 59406.2344
101, 0, -857017.062, 592091.688, 84679.8672
102, 0, -830836.062, 602680.250, 102564.422
103, 0, -803710.312, 612948.500, 119085.484
104, 0, -776927.812, 623138.188, 136119.719
105, 0, -750903.562, 633293.312, 154307.609
106, 0, -725738.312, 643309.688, 173844.250
107, 0, -701390.375, 652843.688, 194711.453
108, 0, -677710.375, 660998.188, 216696.766
109, 0, -654360.938, 665330.312, 239190.031
110, 0, -630433.125, 658238.438, 260314.500
111, 0, -606676.625, 647218.312, 281898.156
112, 0, -583279.062, 634621.000, 304513.156
113, 0, -560264.438, 621268.500, 328356.469
114, 0, -537602.750, 607450.938, 353480.844
115, 0, -515246.031, 593251.500, 379842.656
116, 0, -493140.656, 578667.562, 407255.688
117, 0, -471230.094, 563655.000, 435205.938
118, 0, -449447.656, 548129.875, 462252.938
119, 0, -427681.812, 531905.062, 483848.750
120, 0, -405986.219, 515114.312, 504549.781
121, 0, -384369.438, 497796.781, 525798.938
122, 0, -362836.125, 479987.156, 548086.250
123, 0, -341408.031, 461773.750, 571507.062
124, 0, -320154.969, 443401.344, 595856.438
125, 0, -299273.594, 425534.344, 620432.812
126, 0, -279325.688, 410066.531, 643240.625
127, 0, -262106.062, 403069.938, 657994.688
128, 0, -245789.250, 398269.219, 670979.750
129, 0, -229779.562, 393564.938, 684194.062
130, 0, -213852.047, 388104.625, 698336.250
131, 0, -197929.203, 381509.219, 713588.750
132, 0, -182036.984, 373687.531, 729782.062
133, 0, -166361.688, 364929.250, 746221.375
134, 0, -151495.734, 356432.781, 760890.688
135, 0, -139359.969, 352328.531, 767432.688
136, 0, -128033.219, 348270.125, 772168.312
137, 0, -116908.945, 342828.594, 777096.188
138, 0, -105773.633, 335458.469, 782922.625
139, 0, -94559.2344, 325947.469, 789880.188
140, 0, -83277.4688, 314267.062, 797959.562
141, 0, -72030.9219, 300593.438, 806912.875
142, 0, -61111.8047, 285525.344, 816033.000
143, 0, -51336.8086, 270830.406, 823365.562
144, 0, -45278.1289, 262193.000, 822791.375
145, 0, -40369.1211, 253795.562, 820411.438
146, 0, -35792.2383, 243750.203, 818164.000
147, 0, -31251.3535, 231375.750, 816734.562
148, 0, -26637.1738, 216505.406, 816331.750
149, 0, -21923.4648, 199398.734, 816886.562
150, 0, -17140.6777, 181071.078, 817983.688
151, 0, -12402.7109, 164545.672, 818395.000
