x, y, z, k, l
0, 0, -339367.094, -19430.1719, 112994.734
0.99998, 0, -337203.750, -17426.3848, 114149.086
1.99997, 0, -334968.750, -15531.3232, 115558.062
3.00003, 0, -332711.125, -13751.4248, 117415.297
4.00002, 0, -330457.438, -12090.0635, 119771.289
5, 0, -328224.531, -10545.3018, 122614.594
5.99998, 0, -326018.094, -9102.90234, 125871.656
6.99997, 0, -323817.594, -7716.24219, 129341.008
8.00003, 0, -321527.875, -6244.67383, 132465.906
9.00002, 0, -318802.406, -4229.75488, 133504.109
10, 0, -316028.438, -2150.79614, 134171.594
11, 0, -313344.000, -169.545868, 135007.688
12, 0, -310813.406, 1646.19360, 136203.344
13, 0, -308473.656, 3263.21899, 137824.031
14, 0, -306344.156, 4668.45898, 139868.719
15, 0, -304417.812, 5875.91602, 142258.484
16, 0, -302623.219, 6961.69287, 144743.766
17, 0, -300704.094, 8178.92432, 146592.234
18, 0, -297779.156, 10377.6621, 145449.750
19, 0, -294801.969, 12657.5459, 143708.359
20, 0, -292098.688, 14718.6621, 142138.453
21, 0, -289801.875, 16449.3379, 141017.391
22, 0, -287960.500, 17825.8359, 140423.984
23, 0, -286552.688, 18911.5742, 140297.219
24, 0, -285430.875, 19940.9531, 140360.484
25, 0, -284115.219, 21612.6699, 139789.328
26, 0, -281027.281, 26170.6074, 135961.453
27, 0, -277794.438, 31344.4297, 131488.859
28, 0, -274950.250, 36402.1562, 127199.992
29, 0, -272699.531, 41074.0156, 123392.570
30, 0, -271121.406, 45270.2109, 120168.914
31, 0, -270215.531, 49022.1602, 117520.602
32, 0, -269873.438, 52539.0508, 115302.586
33, 0, -269745.844, 56437.3516, 113070.156
34, 0, -268813.219, 62475.4609, 109540.273
35, 0, -263820.812, 76230.5547, 100625.008
36, 0, -258053.578, 92104.6016, 90442.0859
37, 0, -252564.406, 108308.383, 80313.7266
38, 0, -247745.875, 124180.328, 70736.6406
39, 0, -243777.125, 139436.078, 61933.9844
40, 0, -240800.281, 153897.859, 54055.1836
41, 0, -239063.969, 167328.031, 47301.8945
42, 0, -239216.109, 179163.781, 42133.5703
43, 0, -243288.406, 187677.562, 39920.8984
44, 0, -249250.016, 194587.438, 39349.8789
45, 0, -256449.219, 200443.625, 40016.2773
46, 0, -264633.562, 205459.062, 41774.2188
47, 0, -273665.594, 209753.750, 44536.3164
48, 0, -283397.969, 213469.438, 48163.8320
49, 0, -293543.312, 216903.922, 52307.9414
50, 0, -303366.031, 220844.109, 55986.9375
51, 0, -310611.938, 227731.625, 56086.5547
52, 0, -317447.438, 235190.953, 55711.8633
53, 0, -324540.219, 242483.062, 55855.6250
54, 0, -332119.844, 249351.500, 56888.2969
55, 0, -340259.750, 255717.406, 58953.9531
56, 0, -348940.000, 261613.938, 62062.8867
57, 0, -358000.969, 267243.594, 66036.3438
58, 0, -366940.500, 273218.344, 70248.5312
59, 0, -374263.219, 281334.375, 72790.8750
60, 0, -375119.312, 297396.281, 67428.2891
61, 0, -374466.344, 315427.531, 60595.1719
62, 0, -373914.969, 333454.625, 54402.0078
63, 0, -374065.500, 350704.344, 49649.1484
64, 0, -375126.000, 366858.969, 46619.3477
65, 0, -377056.594, 381869.781, 45250.5352
66, 0, -379479.281, 396027.938, 44981.1836
67, 0, -381200.969, 410422.062, 44015.1602
68, 0, -378390.312, 428710.469, 36531.7109
69, 0, -374847.750, 447102.031, 28402.1758
70, 0, -371757.438, 464361.625, 21497.2188
71, 0, -369520.281, 480023.906, 16488.3828
72, 0, -368252.969, 493907.125, 13607.4834
73, 0, -367933.531, 505972.125, 12859.5703
74, 0, -368413.219, 516314.188, 14018.2354
75, 0, -369307.781, 525279.375, 16398.0059
76, 0, -369600.969, 533888.938, 18059.5215
77, 0, -366182.000, 545413.250, 12884.1201
78, 0, -362027.562, 556512.000, 6963.69287
79, 0, -358032.781, 566093.562, 2221.16309
80, 0, -354469.000, 573733.750, -673.410889
81, 0, -351375.750, 579236.688, -1522.18970
82, 0, -348662.625, 582489.562, -403.227936
83, 0, -346076.719, 583403.875, 2245.71240
84, 0, -342971.656, 581887.188, 5104.10693
85, 0, -337404.812, 577814.375, 3943.36719
86, 0, -331225.875, 571164.500, 3022.19653
87, 0, -325004.344, 561908.125, 3697.99121
88, 0, -318939.781, 550090.688, 6420.41748
89, 0, -313116.812, 535981.250, 11191.8887
90, 0, -307598.281, 520417.125, 17509.0703
91, 0, -302488.875, 505702.906, 23800.4824
92, 0, -298051.188, 498341.188, 25542.1426
93, 0, -295091.312, 518910.188, 8362.94238
94, 0, -292811.531, 546767.312, -13331.9053
95, 0, -290961.031, 575329.188, -34955.5508
96, 0, -289451.469, 602209.250, -54850.1562
97, 0, -288247.219, 626512.188, -72401.0938
98, 0, -287321.625, 647984.250, -87455.0312
99, 0, -286623.625, 666777.375, -100182.258
100, 0, -286019.906, 683575.000, -111233.406
101, 0, -285136.438, 700335.375, -122462.688
102, 0, -282795.625, 723163.500, -139663.844
103, 0, -280148.344, 746079.938, -157172.438
104, 0, -277533.250, 767226.438, -173248.703
105, 0, -275023.031, 785949.250, -187321.922
106, 0, -272547.875, 801953.812, -199215.266
107, 0, -269871.656, 814935.500, -208860.859
108, 0, -266413.562, 824204.125, -216115.203
109, 0, -260653.203, 827807.500, -220452.359
110, 0, -247950.734, 819495.500, -219986.656
111, 0, -232767.922, 805595.000, -216822.312
112, 0, -216470.719, 788148.375, -211701.750
113, 0, -199514.750, 767933.375, -204964.922
114, 0, -182048.984, 745307.875, -196820.906
115, 0, -164111.547, 720512.062, -187452.953
116, 0, -145697.703, 693843.500, -177096.156
117, 0, -126773.156, 665893.125, -166171.484
118, 0, -107236.930, 638158.812, -155661.281
119, 0, -86753.9531, 615213.562, -148452.500
120, 0, -65692.6875, 592630.688, -141842.562
121, 0, -44193.8398, 569054.688, -135028.375
122, 0, -22343.6211, 544073.375, -127778.641
123, 0, -236.379623, 517699.625, -120092.086
124, 0, 21966.6660, 490366.938, -112142.453
125, 0, 43911.9609, 463364.344, -104404.344
126, 0, 64682.0469, 440361.812, -98153.2656
127, 0, 81457.0625, 433034.750, -97324.1406
128, 0, 96971.1719, 429557.938, -98116.2031
129, 0, 112072.250, 426083.719, -99362.1172
130, 0, 127046.023, 421150.906, -100677.508
131, 0, 141961.438, 414206.531, -101968.117
132, 0, 156737.734, 405259.656, -103310.883
133, 0, 171053.516, 395089.906, -105017.086
134, 0, 183958.297, 386359.406, -107986.367
135, 0, 192423.078, 387854.250, -115060.969
136, 0, 199429.219, 390611.812, -123427.734
137, 0, 205911.922, 391752.875, -132197.359
