x, y, z, k, l
70, 0, 81872.9453, 1606649.12, -608278.250
71, 0, 69387.5469, 1631195.12, -656428.250
72, 0, 53765.3047, 1652507.88, -698230.812
73, 0, 35187.9023, 1670540.50, -733654.188
74, 0, 14088.7734, 1685319.88, -763186.312
75, 0, -8670.08105, 1696985.50, -788219.875
76, 0, -31121.0977, 1705955.12, -812520.312
77, 0, -47666.7969, 1713568.50, -847698.125
78, 0, -63258.9570, 1718378.00, -882424.250
79, 0, -79230.8984, 1719873.50, -913188.750
80, 0, -95812.9141, 1717815.50, -938793.938
81, 0, -112788.406, 1712037.88, -958812.000
82, 0, -129617.125, 1702354.25, -973032.812
83, 0, -145239.812, 1688456.25, -981146.250
84, 0, -157254.203, 1669670.38, -982289.438
85, 0, -158812.953, 1644114.38, -973678.125
86, 0, -156129.156, 1613439.12, -958082.812
87, 0, -151029.188, 1578149.00, -936368.438
88, 0, -144147.547, 1538541.88, -908901.188
89, 0, -135961.250, 1495165.12, -876085.250
90, 0, -127491.625, 1449430.25, -838882.750
91, 0, -121517.523, 1405061.00, -799898.062
92, 0, -125991.898, 1372430.00, -766544.875
93, 0, -166270.141, 1384224.50, -762434.625
94, 0, -216731.422, 1407713.00, -763655.188
95, 0, -269152.531, 1432476.50, -762508.312
96, 0, -320509.250, 1454761.38, -756155.625
97, 0, -369619.812, 1473178.50, -743516.188
98, 0, -416069.312, 1487331.25, -724316.938
99, 0, -459858.250, 1497383.50, -698888.438
100, 0, -501402.875, 1504113.50, -668484.562
101, 0, -541983.812, 1509650.00, -636667.125
102, 0, -585601.062, 1520444.50, -614528.562
103, 0, -628367.438, 1530350.12, -591258.188
104, 0, -669075.062, 1537499.62, -563587.375
105, 0, -707256.125, 1541241.00, -530555.625
106, 0, -742551.875, 1541201.62, -492105.188
107, 0, -774287.062, 1536775.75, -448726.625
108, 0, -800743.438, 1526400.38, -401614.438
109, 0, -817128.062, 1505633.38, -353639.469
110, 0, -808313.375, 1460330.00, -313133.250
111, 0, -789366.312, 1404729.50, -272442.562
112, 0, -765073.938, 1343400.00, -229351.250
113, 0, -737186.250, 1278047.75, -183259.141
114, 0, -706415.875, 1209410.38, -134143.484
115, 0, -673088.812, 1137910.88, -82258.3906
116, 0, -637383.625, 1063985.50, -28118.0781
117, 0, -599417.938, 988436.375, 27251.8164
118, 0, -559257.875, 913259.000, 81403.1562
119, 0, -516839.750, 844508.562, 127090.000
120, 0, -472440.094, 776409.750, 171214.812
121, 0, -426228.719, 707252.500, 215883.000
122, 0, -378374.344, 636608.688, 261769.969
123, 0, -329122.719, 564691.688, 309026.094
124, 0, -278942.312, 492457.719, 357524.406
125, 0, -228899.625, 422469.750, 406834.719
126, 0, -181804.438, 361815.250, 455857.562
127, 0, -146357.156, 332836.688, 501368.125
128, 0, -113992.023, 312995.375, 546231.500
129, 0, -82009.0234, 294958.125, 591203.188
130, 0, -49466.4648, 275926.812, 636385.062
131, 0, -16105.7256, 254812.484, 681594.438
132, 0, 17871.9336, 231551.891, 726397.625
133, 0, 51565.4844, 207439.500, 769884.250
134, 0, 82292.6875, 187041.453, 809829.438
135, 0, 101521.836, 185541.469, 839581.750
136, 0, 117673.242, 187364.797, 865508.125
137, 0, 133382.859, 187478.766, 889594.562
138, 0, 149571.516, 184014.016, 912554.188
139, 0, 166547.406, 176258.719, 934665.688
140, 0, 184318.781, 164078.781, 956009.125
141, 0, 202601.219, 147885.266, 976477.500
142, 0, 220534.672, 129115.062, 995587.312
143, 0, 235683.250, 111971.008, 1011808.44
144, 0, 240357.719, 109863.000, 1020110.44
145, 0, 242174.078, 109270.070, 1025638.56
146, 0, 243519.234, 105884.672, 1030055.19
147, 0, 245214.844, 98208.9297, 1033973.69
148, 0, 247514.625, 85884.4766, 1037614.75
149, 0, 250403.703, 69373.7109, 1040988.50
150, 0, 253645.531, 50436.7852, 1043881.88
151, 0, 256598.875, 34168.6445, 1045602.94
152, 0, 257391.125, 36670.7930, 1043943.88
153, 0, 257684.312, 41863.5977, 1041068.00
154, 0, 257936.000, 44641.4258, 1037648.12
155, 0, 258259.281, 43196.9531, 1033921.25
156, 0, 258678.391, 36976.7578, 1029985.50
157, 0, 259253.203, 26179.5293, 1025908.31
158, 0, 260221.953, 11959.5537, 1021796.56
159, 0, 262311.469, -2461.92627, 1017902.94
160, 0, 267649.156, -8138.68213, 1014911.38
161, 0, 283047.875, 22969.8262, 1014959.06
162, 0, 301616.312, 63068.8164, 1015906.81
163, 0, 321146.969, 103444.383, 1017073.88
164, 0, 340834.344, 141113.750, 1018215.00
165, 0, 360370.375, 175187.781, 1019235.75
166, 0, 379650.594, 205792.109, 1020094.25
167, 0, 398670.438, 233955.375, 1020750.50
168, 0, 417505.625, 262481.438, 1021106.25
169, 0, 436391.000, 299720.219, 1020833.50
170, 0, 455144.688, 337921.875, 1020286.94
171, 0, 473726.938, 374811.938, 1019589.69
172, 0, 492122.719, 409706.844, 1018793.31
173, 0, 510277.656, 442395.688, 1017915.19
174, 0, 528002.625, 472668.188, 1016935.00
175, 0, 544745.500, 499862.125, 1015753.94
176, 0, 558908.438, 521836.281, 1014055.06
177, 0, 565384.250, 531428.938, 1010794.69
178, 0, 569332.875, 536161.250, 1007043.88
179, 0, 572412.188, 538521.438, 1003154.25
180, 0, 575236.688, 539484.500, 999264.438
181, 0, 578054.750, 539490.312, 995436.375
182, 0, 580966.312, 538777.312, 991690.312
183, 0, 583997.000, 537536.938, 987998.812
184, 0, 587104.875, 536047.500, 984233.562
185, 0, 590110.875, 534944.375, 979985.812
186, 0, 592398.562, 536120.125, 973911.875
187, 0, 594638.812, 537780.938, 967386.562
188, 0, 597070.188, 539403.500, 960851.812
189, 0, 599812.125, 540872.812, 954464.125
190, 0, 602966.000, 542286.250, 948263.625
191, 0, 606680.500, 543986.188, 942206.500
192, 0, 611265.500, 546829.062, 936118.562
193, 0, 617517.375, 553096.875, 929490.375
194, 0, 627893.688, 569861.188, 920704.125
195, 0, 639937.000, 590080.562, 911395.562
196, 0, 652836.125, 611474.125, 902098.125
197, 0, 666253.500, 633153.750, 893020.312
198, 0, 680002.750, 654704.562, 884259.438
199, 0, 693940.688, 675893.188, 875870.438
200, 0, 707913.312, 696567.250, 867892.312
201, 0, 721689.750, 716625.188, 860362.125
202, 0, 734790.438, 736023.438, 853333.062
203, 0, 745865.875, 754834.688, 846931.875
204, 0, 756189.875, 772929.062, 841048.125
205, 0, 766173.062, 790291.312, 835638.875
206, 0, 775981.625, 806956.250, 830675.062
207, 0, 785697.875, 822977.750, 826133.750
208, 0, 795348.188, 838391.250, 822011.125
209, 0, 804851.688, 853132.250, 818370.125
210, 0, 813802.438, 866793.125, 815494.438
0, 1, -296346.375, 73650.5547, 96973.0703
0.99998, 1, -287917.375, 78168.9531, 101790.055
1.99997, 1, -278397.062, 83302.9297, 106762.961
3.00003, 1, -268345.875, 88985.1641, 112049.531
4.00002, 1, -258064.000, 95152.1719, 117703.914
5, 1, -247698.016, 101735.773, 123705.984
5.99998, 1, -237264.047, 108652.812, 129951.648
6.99997, 1, -226591.141, 115787.305, 136192.953
8.00003, 1, -215185.156, 122959.906, 141919.422
9.00002, 1, -202213.219, 129923.656, 146343.047
10, 1, -188711.828, 136809.422, 150242.062
11, 1, -175385.625, 143680.953, 154120.203
12, 1, -162622.391, 150538.031, 158218.594
13, 1, -150625.359, 157346.125, 162625.891
14, 1, -139462.219, 164054.812, 167321.719
15, 1, -129028.711, 170610.734, 172153.547
16, 1, -118906.977, 176972.625, 176735.625
17, 1, -108092.586, 183132.562, 180251.031
18, 1, -94955.6719, 189125.375, 181425.297
19, 1, -81382.7656, 194825.703, 181572.641
20, 1, -68611.5312, 200168.828, 181539.672
21, 1, -57231.9414, 205165.781, 181709.578
22, 1, -47388.6289, 209929.234, 182162.094
23, 1, -38780.0781, 214755.641, 182701.219
24, 1, -30404.3320, 220313.406, 182731.734
25, 1, -20016.8945, 227980.172, 180972.656
26, 1, -4066.62402, 239890.047, 175428.297
27, 1, 13728.7773, 253897.719, 168080.859
28, 1, 30954.2363, 268623.438, 160211.469
29, 1, 46452.2891, 283437.812, 152426.359
30, 1, 59826.2539, 298189.938, 144931.484
31, 1, 71281.0703, 313150.688, 137630.891
32, 1, 81823.0000, 329204.406, 130043.688
33, 1, 93922.6328, 348390.719, 120998.438
34, 1, 112765.727, 374905.406, 108046.859
35, 1, 146407.016, 415221.188, 87396.8750
36, 1, 186627.797, 462783.562, 62990.1797
37, 1, 228044.859, 513283.156, 37456.7500
38, 1, 267912.938, 564501.938, 12215.4033
39, 1, 304785.625, 615246.562, -11874.9346
40, 1, 337662.562, 664666.375, -34067.3867
41, 1, 365388.438, 711762.875, -53345.3477
42, 1, 386053.750, 754890.250, -67966.3359
43, 1, 396863.969, 791646.375, -75380.6562
44, 1, 400619.219, 824370.812, -77917.0391
45, 1, 399207.438, 854610.250, -77107.1953
46, 1, 393670.844, 883165.375, -73779.4688
47, 1, 384676.719, 910470.062, -68531.2812
48, 1, 372854.562, 936832.000, -62137.2695
49, 1, 359108.688, 962600.000, -56044.1992
50, 1, 345016.750, 988328.688, -53100.0898
51, 1, 332902.750, 1014818.94, -57671.4727
52, 1, 320733.219, 1041416.44, -65540.1172
53, 1, 307230.531, 1067725.62, -73991.5469
54, 1, 291847.562, 1093609.00, -81766.0547
55, 1, 274473.156, 1119103.62, -88481.7266
56, 1, 255338.250, 1144418.00, -94453.4375
57, 1, 235133.922, 1170032.62, -100929.125
58, 1, 215403.922, 1196955.12, -110868.695
59, 1, 199287.891, 1227191.75, -130420.352
60, 1, 191607.703, 1263791.25, -169087.891
61, 1, 187343.531, 1303412.50, -216748.734
62, 1, 183165.078, 1343753.88, -266645.656
63, 1, 177380.453, 1383519.88, -315295.875
64, 1, 169250.500, 1421968.75, -361142.062
65, 1, 158695.219, 1458685.50, -403996.719
66, 1, 146355.797, 1493533.12, -445221.688
67, 1, 133957.312, 1526724.00, -488550.156
68, 1, 124328.438, 1558814.50, -540128.750
69, 1, 114649.273, 1588870.50, -593408.750
70, 1, 103172.211, 1616286.62, -644171.062
71, 1, 89157.6016, 1640757.12, -690390.188
72, 1, 72430.7109, 1662142.38, -731254.562
73, 1, 53157.5430, 1680396.25, -766673.500
74, 1, 31805.1406, 1695547.38, -797189.188
75, 1, 9267.77148, 1707728.50, -824248.875
76, 1, -12832.7002, 1717250.75, -850852.125
77, 1, -32113.6250, 1724611.25, -881613.500
78, 1, -50320.9102, 1729219.25, -912141.188
79, 1, -68442.9688, 1730673.25, -939622.438
80, 1, -86734.7266, 1728735.88, -962710.375
81, 1, -104996.422, 1723226.00, -980782.500
82, 1, -122654.234, 1713936.25, -993479.812
83, 1, -138627.422, 1700552.62, -1000405.38
84, 1, -150979.500, 1682547.38, -1000856.94
85, 1, -156902.828, 1659183.38, -993764.625
86, 1, -158779.906, 1631176.38, -980264.875
87, 1, -158208.000, 1599125.25, -961155.438
88, 1, -156143.906, 1563642.50, -937008.062
89, 1, -153505.984, 1525718.75, -908537.000
90, 1, -151835.141, 1487337.38, -877109.000
91, 1, -154304.609, 1452659.38, -845638.938
92, 1, -167349.156, 1430060.00, -820089.312
93, 1, -200896.062, 1432402.12, -809680.188
94, 1, -244810.016, 1446808.75, -804941.875
95, 1, -292459.031, 1464898.12, -799686.375
96, 1, -340518.625, 1482533.25, -790837.438
97, 1, -387414.219, 1497826.50, -777006.375
98, 1, -432455.156, 1510037.75, -757745.500
99, 1, -475471.375, 1519127.62, -733338.875
100, 1, -516752.406, 1525723.50, -705012.125
101, 1, -557198.125, 1531389.88, -675538.750
102, 1, -598303.938, 1538621.88, -649303.625
103, 1, -638479.875, 1544986.50, -622159.625
104, 1, -676655.438, 1548898.75, -591569.000
105, 1, -712172.688, 1549495.75, -556522.062
106, 1, -744406.062, 1546114.88, -516899.719
107, 1, -772355.875, 1537819.12, -473204.531
108, 1, -794044.938, 1522787.00, -426646.094
109, 1, -805554.562, 1497391.00, -379543.156
110, 1, -800894.500, 1456069.62, -335346.688
111, 1, -785981.062, 1404459.12, -291238.844
112, 1, -764692.000, 1346283.38, -245509.531
113, 1, -738988.562, 1283475.00, -197495.188
114, 1, -709842.438, 1217069.00, -147105.156
115, 1, -677761.750, 1147746.62, -94591.6641
116, 1, -643038.875, 1076177.00, -40531.0117
117, 1, -605861.812, 1003342.38, 13993.6074
118, 1, -566356.438, 930965.000, 66988.2109
119, 1, -524612.812, 861593.250, 115506.203
120, 1, -480865.969, 793147.812, 162182.297
121, 1, -435359.062, 724439.000, 208699.609
122, 1, -388377.594, 655207.750, 255828.219
123, 1, -340327.625, 585938.562, 303827.250
124, 1, -291884.250, 518020.594, 352631.312
125, 1, -244292.531, 454410.312, 401849.844
126, 1, -199895.172, 400930.031, 450620.125
127, 1, -162198.094, 366390.875, 497595.250
128, 1, -127883.539, 341837.281, 543778.562
129, 1, -94799.1562, 321288.750, 589697.688
130, 1, -61936.0977, 301669.656, 635418.000
131, 1, -28983.6836, 281611.250, 680691.812
132, 1, 3814.16211, 260974.969, 724968.688
133, 1, 35495.0078, 241049.516, 767230.375
134, 1, 63915.6562, 225343.812, 805626.562
135, 1, 85712.6797, 219636.422, 837444.438
136, 1, 104185.633, 217674.734, 865137.938
137, 1, 121465.633, 215390.422, 890326.938
138, 1, 138574.875, 210778.219, 913830.375
139, 1, 155918.281, 202983.016, 936030.375
140, 1, 173515.453, 191858.250, 957043.875
141, 1, 191009.734, 177930.203, 976734.062
142, 1, 207463.062, 162751.172, 994574.938
143, 1, 220913.438, 149678.453, 1009354.81
144, 1, 228327.500, 143964.734, 1019143.00
145, 1, 232698.188, 140304.156, 1026012.38
146, 1, 235965.891, 135302.328, 1031328.19
147, 1, 239067.156, 127424.828, 1035775.44
148, 1, 242385.047, 116292.570, 1039648.75
149, 1, 245983.797, 102481.227, 1042990.38
150, 1, 249676.172, 87862.0781, 1045600.44
151, 1, 252979.344, 76493.7266, 1046946.44
152, 1, 255136.250, 74707.3125, 1046170.50
153, 1, 256776.281, 76210.7031, 1044132.94
154, 1, 258293.938, 76964.7344, 1041398.44
155, 1, 259878.703, 75094.2969, 1038259.25
156, 1, 261651.297, 69998.0703, 1034877.19
157, 1, 263781.812, 62007.5664, 1031376.31
158, 1, 266637.812, 52596.7578, 1027915.94
159, 1, 271042.250, 45248.7578, 1024782.94
160, 1, 278705.562, 47133.8555, 1022532.00
161, 1, 292285.438, 69318.7734, 1022006.69
162, 1, 309051.438, 100939.898, 1022368.06
163, 1, 327221.156, 135021.781, 1023071.12
164, 1, 345905.188, 168277.203, 1023845.69
165, 1, 364684.406, 199441.984, 1024560.44
166, 1, 383371.125, 228423.281, 1025141.31
167, 1, 401899.781, 256105.469, 1025523.25
168, 1, 420284.219, 284620.062, 1025612.25
169, 1, 438592.125, 317299.312, 1025275.38
170, 1, 456734.688, 351171.094, 1024652.62
171, 1, 474646.625, 384361.375, 1023838.56
172, 1, 492260.719, 415986.750, 1022878.94
173, 1, 509450.094, 445589.219, 1021781.00
174, 1, 525930.812, 472721.844, 1020506.12
175, 1, 541075.062, 496548.875, 1018937.81
176, 1, 553590.938, 515324.969, 1016819.38
177, 1, 561479.938, 526304.688, 1013746.31
178, 1, 566785.375, 532521.250, 1010148.06
179, 1, 570848.188, 535989.375, 1006311.00
180, 1, 574346.500, 537766.062, 1002384.12
181, 1, 577610.125, 538413.250, 998437.688
182, 1, 580796.125, 538274.312, 994488.125
183, 1, 583965.125, 537633.750, 990490.812
184, 1, 587099.875, 536843.000, 986300.500
185, 1, 590084.875, 536465.188, 981589.562
186, 1, 592711.375, 537307.375, 975837.438
187, 1, 595277.188, 538726.562, 969590.375
188, 1, 598001.312, 540356.188, 963200.875
189, 1, 601041.438, 542126.562, 956831.062
190, 1, 604555.000, 544213.438, 950523.062
191, 1, 608761.500, 547089.938, 944219.750
192, 1, 614032.875, 551731.625, 937732.188
193, 1, 621039.812, 560016.000, 930653.875
194, 1, 630762.312, 574749.812, 922356.125
195, 1, 642215.438, 593137.188, 913495.625
196, 1, 654711.750, 613285.938, 904514.750
197, 1, 667848.250, 634167.250, 895653.188
198, 1, 681361.125, 655202.625, 887046.125
199, 1, 695038.750, 676034.188, 878780.500
200, 1, 708666.188, 696422.000, 870922.188
201, 1, 721966.938, 716203.750, 863530.125
202, 1, 734520.688, 735287.438, 856667.062
203, 1, 745754.438, 753649.000, 850400.562
204, 1, 756146.125, 771218.062, 844695.688
205, 1, 766017.875, 787977.688, 839523.312
206, 1, 775534.000, 803943.750, 834867.312
207, 1, 784759.375, 819130.000, 830731.438
208, 1, 793666.188, 833498.000, 827161.625
209, 1, 802079.188, 846871.250, 824295.812
210, 1, 809543.938, 858782.062, 822459.062
0, 2.00001, -290379.000, 66830.5391, 97278.7266
0.99998, 2.00001, -282488.688, 71426.4453, 102339.508
1.99997, 2.00001, -273279.031, 76664.0156, 107474.180
3.00003, 2.00001, -263226.500, 82469.6406, 112794.344
4.00002, 2.00001, -252651.562, 88768.1562, 118342.945
5, 2.00001, -241732.719, 95480.5547, 124093.578
5.99998, 2.00001, -230513.859, 102517.781, 129941.211
6.99997, 2.00001, -218888.406, 109771.664, 135677.641
8.00003, 2.00001, -206595.531, 117110.766, 140981.062
9.00002, 2.00001, -193388.297, 124412.289, 145552.656
10, 2.00001, -179705.641, 131696.484, 149674.797
11, 2.00001, -166007.562, 138990.438, 153652.469
12, 2.00001, -152609.891, 146293.188, 157673.078
13, 2.00001, -139687.281, 153577.797, 161806.562
14, 2.00001, -127282.227, 160799.703, 166014.781
15, 2.00001, -115278.461, 167906.859, 170134.078
16, 2.00001, -103338.656, 174852.859, 173833.172
17, 2.00001, -90872.5391, 181611.594, 176596.922
18, 2.00001, -77332.5703, 188177.344, 177951.078
19, 2.00001, -63457.4570, 194514.594, 178380.703
20, 2.00001, -49999.8008, 200630.375, 178396.484
21, 2.00001, -37390.5664, 206602.875, 178286.562
22, 2.00001, -25706.9336, 212612.031, 178098.828
23, 2.00001, -14632.9229, 218998.953, 177631.266
24, 2.00001, -3352.02100, 226356.016, 176386.922
25, 2.00001, 9499.13184, 235569.750, 173562.312
26, 2.00001, 25200.9727, 247459.406, 168405.391
27, 2.00001, 42359.9219, 261260.812, 161640.422
28, 2.00001, 59508.8516, 276166.812, 154048.125
29, 2.00001, 75763.0156, 291730.094, 146103.688
30, 2.00001, 90826.8281, 307891.906, 137971.328
31, 2.00001, 104986.211, 325013.031, 129516.289
32, 2.00001, 119252.047, 344011.219, 120245.469
33, 2.00001, 135650.094, 366600.500, 109182.289
34, 2.00001, 157347.859, 395387.469, 94821.1172
35, 2.00001, 187250.219, 432738.719, 75809.3672
36, 2.00001, 222199.469, 476137.844, 53708.1875
37, 2.00001, 258732.234, 522792.531, 30266.5723
38, 2.00001, 294428.688, 570725.625, 6780.06689
39, 2.00001, 327696.094, 618612.875, -15799.3389
40, 2.00001, 357328.531, 665434.062, -36627.4531
41, 2.00001, 382137.281, 710172.625, -54746.4609
42, 2.00001, 400758.906, 751654.500, -68969.2578
43, 2.00001, 412061.781, 788887.188, -78258.6172
44, 2.00001, 417086.281, 822698.750, -83440.9375
45, 2.00001, 417063.656, 854050.688, -85505.8906
46, 2.00001, 412941.844, 883629.688, -85242.3750
47, 2.00001, 405460.969, 911897.625, -83372.3672
48, 2.00001, 395330.562, 939211.562, -80794.7500
49, 2.00001, 383405.969, 965927.000, -78845.7188
50, 2.00001, 370781.656, 992456.312, -79419.0859
51, 2.00001, 358450.031, 1019169.81, -84245.5547
52, 2.00001, 345772.531, 1045893.50, -91841.8281
53, 2.00001, 332042.969, 1072442.00, -100594.039
54, 2.00001, 316890.469, 1098767.50, -109566.039
55, 2.00001, 300294.562, 1124984.88, -118542.547
56, 2.00001, 282587.656, 1151401.88, -128042.797
57, 2.00001, 264540.188, 1178588.62, -139489.594
58, 2.00001, 247520.219, 1207478.12, -155519.438
59, 2.00001, 233540.484, 1239381.00, -180061.547
60, 2.00001, 224379.922, 1275397.00, -216570.391
61, 2.00001, 218082.703, 1314145.12, -261036.875
62, 2.00001, 212471.625, 1354030.00, -309004.000
63, 2.00001, 206055.234, 1393834.75, -357398.594
64, 2.00001, 198027.156, 1432717.88, -404555.969
65, 2.00001, 188173.891, 1470134.25, -450059.562
66, 2.00001, 176866.234, 1505793.12, -494742.031
67, 2.00001, 165041.141, 1539637.38, -540638.188
68, 2.00001, 153677.484, 1571698.88, -589791.312
69, 2.00001, 141739.828, 1601538.62, -639637.625
70, 2.00001, 128192.141, 1628775.00, -687518.062
71, 2.00001, 112469.094, 1653183.62, -731757.000
72, 2.00001, 94418.8906, 1674655.25, -771557.875
73, 2.00001, 74203.4766, 1693150.75, -806792.875
74, 2.00001, 52267.2461, 1708683.50, -837935.562
75, 2.00001, 29373.2031, 1721330.38, -866134.438
76, 2.00001, 6617.85400, 1731245.38, -893237.500
77, 2.00001, -14932.1143, 1738579.88, -920991.188
78, 2.00001, -35718.6172, 1743105.25, -947814.188
79, 2.00001, -56210.5156, 1744585.38, -971979.688
80, 2.00001, -76530.6094, 1742839.88, -992357.000
81, 2.00001, -96455.3984, 1737703.38, -1008290.94
82, 2.00001, -115433.500, 1728974.75, -1019362.50
83, 2.00001, -132554.422, 1716385.12, -1025195.31
84, 2.00001, -146560.828, 1699606.38, -1025349.38
85, 2.00001, -156340.375, 1678412.62, -1019469.00
86, 2.00001, -162797.672, 1653224.62, -1008060.44
87, 2.00001, -167087.172, 1624679.75, -991752.125
88, 2.00001, -170265.234, 1593622.12, -971202.000
89, 2.00001, -173512.484, 1561335.75, -947295.250
90, 2.00001, -178549.859, 1529964.88, -921490.812
91, 2.00001, -188149.391, 1503090.50, -896268.250
92, 2.00001, -206376.469, 1485997.88, -875341.562
93, 2.00001, -236907.547, 1483497.88, -862091.062
94, 2.00001, -275920.406, 1490797.38, -852941.688
95, 2.00001, -319225.906, 1502644.75, -844012.625
96, 2.00001, -363989.219, 1515533.00, -832727.250
97, 2.00001, -408553.562, 1527473.88, -817670.938
98, 2.00001, -452038.000, 1537487.38, -798267.438
99, 2.00001, -494076.125, 1545281.00, -774632.312
100, 2.00001, -534704.562, 1551129.62, -747610.250
101, 2.00001, -574300.188, 1555808.00, -718802.812
102, 2.00001, -613266.688, 1560111.25, -689827.562
103, 2.00001, -650889.938, 1563051.50, -659256.250
104, 2.00001, -686376.938, 1563546.62, -625661.625
105, 2.00001, -719024.812, 1560742.25, -588332.875
106, 2.00001, -748052.375, 1553825.00, -547204.875
107, 2.00001, -772333.938, 1541724.62, -502742.625
108, 2.00001, -790096.250, 1522799.00, -455934.656
109, 2.00001, -798792.375, 1494700.75, -408279.594
110, 2.00001, -796128.312, 1455335.62, -361219.656
111, 2.00001, -784303.688, 1406845.00, -313896.750
112, 2.00001, -765789.938, 1351640.50, -265375.719
113, 2.00001, -742299.812, 1291447.12, -215179.156
114, 2.00001, -714882.750, 1227418.62, -163242.672
115, 2.00001, -684168.375, 1160414.75, -109823.742
116, 2.00001, -650544.125, 1091248.00, -55486.0781
117, 2.00001, -614264.625, 1020893.81, -1157.26831
118, 2.00001, -575518.125, 950601.750, 51855.9141
119, 2.00001, -534484.688, 881544.438, 102364.516
120, 2.00001, -491420.688, 813206.125, 151280.984
121, 2.00001, -446638.844, 745109.250, 199638.406
122, 2.00001, -400534.000, 677327.312, 248094.422
123, 2.00001, -353646.312, 610618.125, 296950.312
124, 2.00001, -306765.188, 546589.250, 346220.250
125, 2.00001, -261064.859, 487956.406, 395649.438
126, 2.00001, -218147.516, 438578.406, 444722.094
127, 2.00001, -179437.219, 401823.375, 492872.812
128, 2.00001, -143755.766, 374239.250, 540341.812
129, 2.00001, -109770.195, 351893.969, 587321.562
130, 2.00001, -76647.2344, 332058.688, 633744.062
131, 2.00001, -44088.4375, 313262.344, 679273.688
132, 2.00001, -12311.2979, 295173.500, 723296.125
133, 2.00001, 17907.2148, 278619.344, 764866.688
134, 2.00001, 45239.2656, 265544.344, 802713.812
135, 2.00001, 68431.0000, 257874.719, 835721.688
136, 2.00001, 88715.6016, 253142.938, 864774.062
137, 2.00001, 107443.875, 248763.953, 890925.500
138, 2.00001, 125488.070, 243073.516, 914919.062
139, 2.00001, 143260.000, 235251.328, 937179.688
140, 2.00001, 160787.875, 225149.422, 957861.812
141, 2.00001, 177722.469, 213263.594, 976853.500
