x, y, z
0, 0, 1340.93164
0.99998, 0, 1340.89172
1.99997, 0, 1340.84656
3.00003, 0, 1340.79517
4.00002, 0, 1340.73682
5, 0, 1340.67212
5.99998, 0, 1340.60242
6.99997, 0, 1340.52759
8.00003, 0, 1340.44690
9.00002, 0, 1340.35999
10, 0, 1340.26892
11, 0, 1340.17578
12, 0, 1340.08203
13, 0, 1339.98804
14, 0, 1339.89453
15, 0, 1339.80383
16, 0, 1339.71887
17, 0, 1339.64172
18, 0, 1339.57324
19, 0, 1339.51343
20, 0, 1339.46179
21, 0, 1339.41638
22, 0, 1339.37439
23, 0, 1339.33240
24, 0, 1339.28748
25, 0, 1339.23999
26, 0, 1339.19055
27, 0, 1339.13879
28, 0, 1339.08337
29, 0, 1339.02258
30, 0, 1338.95630
31, 0, 1338.88416
32, 0, 1338.80481
33, 0, 1338.71582
34, 0, 1338.61560
35, 0, 1338.50610
36, 0, 1338.39001
37, 0, 1338.26929
38, 0, 1338.14453
39, 0, 1338.01501
40, 0, 1337.87939
41, 0, 1337.73547
42, 0, 1337.57935
43, 0, 1337.40649
44, 0, 1337.21387
45, 0, 1337.00244
46, 0, 1336.77490
47, 0, 1336.53345
48, 0, 1336.27930
49, 0, 1336.01196
50, 0, 1335.73035
51, 0, 1335.43176
52, 0, 1335.11304
53, 0, 1334.76953
54, 0, 1334.39575
55, 0, 1333.98413
56, 0, 1333.52563
57, 0, 1333.00964
58, 0, 1332.42554
59, 0, 1331.76404
60, 0, 1331.02209
61, 0, 1330.19861
62, 0, 1329.29272
63, 0, 1328.30261
64, 0, 1327.22461
65, 0, 1326.05139
66, 0, 1324.77417
67, 0, 1323.38416
68, 0, 1321.87415
69, 0, 1320.24219
70, 0, 1318.49609
71, 0, 1316.64844
72, 0, 1314.71313
73, 0, 1312.70251
74, 0, 1310.62659
75, 0, 1308.49048
76, 0, 1306.29639
77, 0, 1304.04517
78, 0, 1301.73657
79, 0, 1299.37244
80, 0, 1296.95728
81, 0, 1294.49731
82, 0, 1291.99731
83, 0, 1289.46106
84, 0, 1286.89136
85, 0, 1284.29187
86, 0, 1281.66479
87, 0, 1279.01074
88, 0, 1276.32959
89, 0, 1273.62634
90, 0, 1270.91589
91, 0, 1268.21875
92, 0, 1265.55579
93, 0, 1262.94702
94, 0, 1260.41248
95, 0, 1257.97314
96, 0, 1255.65381
97, 0, 1253.48376
98, 0, 1251.49231
99, 0, 1249.69519
100, 0, 1248.07556
101, 0, 1246.60376
102, 0, 1245.25330
103, 0, 1244.00635
104, 0, 1242.85461
105, 0, 1241.79858
106, 0, 1240.84534
107, 0, 1240.00757
108, 0, 1239.30322
109, 0, 1238.75659
110, 0, 1238.40125
111, 0, 1238.27966
112, 0, 1238.44202
113, 0, 1238.93787
114, 0, 1239.79492
115, 0, 1240.99121
116, 0, 1242.48669
117, 0, 1244.24658
118, 0, 1246.24939
119, 0, 1248.48145
120, 0, 1250.92737
121, 0, 1253.57751
122, 0, 1256.43103
123, 0, 1259.48572
124, 0, 1262.71301
125, 0, 1266.02600
126, 0, 1269.30981
127, 0, 1272.44849
128, 0, 1275.34326
129, 0, 1277.93127
130, 0, 1280.20361
131, 0, 1282.18164
132, 0, 1283.89673
133, 0, 1285.38342
134, 0, 1286.68713
135, 0, 1287.87878
136, 0, 1289.03894
137, 0, 1290.24634
138, 0, 1291.56934
139, 0, 1293.05396
140, 0, 1294.70862
141, 0, 1296.52661
142, 0, 1298.50195
143, 0, 1300.63123
144, 0, 1302.89929
145, 0, 1305.26013
146, 0, 1307.65747
147, 0, 1310.04150
148, 0, 1312.37671
149, 0, 1314.64453
150, 0, 1316.84448
151, 0, 1318.99243
152, 0, 1321.11780
153, 0, 1323.25476
154, 0, 1325.42432
155, 0, 1327.61206
156, 0, 1329.79114
157, 0, 1331.93909
158, 0, 1334.04321
159, 0, 1336.09497
160, 0, 1338.07886
161, 0, 1339.98145
162, 0, 1341.79736
163, 0, 1343.52954
164, 0, 1345.18738
165, 0, 1346.78369
166, 0, 1348.33423
167, 0, 1349.85754
168, 0, 1351.37085
169, 0, 1352.88391
170, 0, 1354.39099
171, 0, 1355.87817
172, 0, 1357.32935
173, 0, 1358.72864
174, 0, 1360.06018
175, 0, 1361.30713
176, 0, 1362.45447
177, 0, 1363.49219
178, 0, 1364.41455
179, 0, 1365.21875
180, 0, 1365.89880
181, 0, 1366.45154
182, 0, 1366.87805
183, 0, 1367.18408
184, 0, 1367.37732
185, 0, 1367.46545
186, 0, 1367.45764
187, 0, 1367.36572
188, 0, 1367.20349
189, 0, 1366.98315
190, 0, 1366.71021
191, 0, 1366.38721
192, 0, 1366.01770
193, 0, 1365.60620
194, 0, 1365.15820
195, 0, 1364.67993
196, 0, 1364.17651
197, 0, 1363.65161
198, 0, 1363.10669
199, 0, 1362.54285
200, 0, 1361.96265
201, 0, 1361.36816
202, 0, 1360.76099
203, 0, 1360.14246
204, 0, 1359.51587
205, 0, 1358.88977
206, 0, 1358.27515
207, 0, 1357.68396
208, 0, 1357.12732
209, 0, 1356.61377
210, 0, 1356.14819
0, 1, 1340.78955
0.99998, 1, 1340.74963
1.99997, 1, 1340.70422
3.00003, 1, 1340.65161
4.00002, 1, 1340.58936
5, 1, 1340.52039
5.99998, 1, 1340.44678
6.99997, 1, 1340.36902
8.00003, 1, 1340.28503
9.00002, 1, 1340.19263
10, 1, 1340.09583
11, 1, 1339.99866
12, 1, 1339.90259
13, 1, 1339.80664
14, 1, 1339.70959
15, 1, 1339.61560
16, 1, 1339.52820
17, 1, 1339.44971
18, 1, 1339.38049
19, 1, 1339.32019
20, 1, 1339.26843
21, 1, 1339.22424
22, 1, 1339.18433
23, 1, 1339.14404
24, 1, 1339.09863
25, 1, 1339.05054
26, 1, 1339.00244
27, 1, 1338.95398
28, 1, 1338.90259
29, 1, 1338.84448
30, 1, 1338.78162
31, 1, 1338.71472
32, 1, 1338.64209
33, 1, 1338.55969
34, 1, 1338.46313
35, 1, 1338.35693
36, 1, 1338.24573
37, 1, 1338.13196
38, 1, 1338.01575
39, 1, 1337.89587
40, 1, 1337.77197
41, 1, 1337.64233
42, 1, 1337.50269
43, 1, 1337.34668
44, 1, 1337.16821
45, 1, 1336.97107
46, 1, 1336.75977
47, 1, 1336.53687
48, 1, 1336.30322
49, 1, 1336.05835
50, 1, 1335.80078
51, 1, 1335.52783
52, 1, 1335.23633
53, 1, 1334.92224
54, 1, 1334.58044
55, 1, 1334.20386
56, 1, 1333.78357
57, 1, 1333.30823
58, 1, 1332.76428
59, 1, 1332.13818
60, 1, 1331.42883
61, 1, 1330.63562
62, 1, 1329.75671
63, 1, 1328.78955
64, 1, 1327.73047
65, 1, 1326.57007
66, 1, 1325.29822
67, 1, 1323.90491
68, 1, 1322.38037
69, 1, 1320.71863
70, 1, 1318.93347
71, 1, 1317.04236
72, 1, 1315.06165
73, 1, 1313.00610
74, 1, 1310.88806
75, 1, 1308.71191
76, 1, 1306.47913
77, 1, 1304.18982
78, 1, 1301.84265
79, 1, 1299.43701
80, 1, 1296.98071
81, 1, 1294.48157
82, 1, 1291.94556
83, 1, 1289.37561
84, 1, 1286.77368
85, 1, 1284.14551
86, 1, 1281.49512
87, 1, 1278.82251
88, 1, 1276.12378
89, 1, 1273.39734
90, 1, 1270.66528
91, 1, 1267.95251
92, 1, 1265.28125
93, 1, 1262.67017
94, 1, 1260.13623
95, 1, 1257.69482
96, 1, 1255.36487
97, 1, 1253.17456
98, 1, 1251.16370
99, 1, 1249.36719
100, 1, 1247.74609
101, 1, 1246.25842
102, 1, 1244.87622
103, 1, 1243.58582
104, 1, 1242.38464
105, 1, 1241.28027
106, 1, 1240.28577
107, 1, 1239.41821
108, 1, 1238.69714
109, 1, 1238.14563
110, 1, 1237.79541
111, 1, 1237.68665
112, 1, 1237.87195
113, 1, 1238.41760
114, 1, 1239.37781
115, 1, 1240.69373
116, 1, 1242.29944
117, 1, 1244.15332
118, 1, 1246.23889
119, 1, 1248.55457
120, 1, 1251.07593
121, 1, 1253.79065
122, 1, 1256.70630
123, 1, 1259.84534
124, 1, 1263.21082
125, 1, 1266.67749
126, 1, 1270.09766
127, 1, 1273.33240
128, 1, 1276.26099
129, 1, 1278.80176
130, 1, 1280.97900
131, 1, 1282.84607
132, 1, 1284.45459
133, 1, 1285.84363
134, 1, 1287.04907
135, 1, 1288.16125
136, 1, 1289.26953
137, 1, 1290.45410
138, 1, 1291.78931
139, 1, 1293.33264
140, 1, 1295.06323
141, 1, 1296.95483
142, 1, 1298.99744
143, 1, 1301.19922
144, 1, 1303.56677
145, 1, 1306.03015
146, 1, 1308.51611
147, 1, 1310.96790
148, 1, 1313.34729
149, 1, 1315.63599
150, 1, 1317.83533
151, 1, 1319.96497
152, 1, 1322.06250
153, 1, 1324.18005
154, 1, 1326.36255
155, 1, 1328.56970
156, 1, 1330.75562
157, 1, 1332.89160
158, 1, 1334.96960
159, 1, 1336.99231
160, 1, 1338.93628
161, 1, 1340.78540
162, 1, 1342.53748
163, 1, 1344.20093
164, 1, 1345.79138
165, 1, 1347.32410
166, 1, 1348.81775
167, 1, 1350.29565
168, 1, 1351.78247
169, 1, 1353.29736
170, 1, 1354.82593
171, 1, 1356.34766
172, 1, 1357.84265
173, 1, 1359.29333
174, 1, 1360.68188
175, 1, 1361.98499
176, 1, 1363.18091
177, 1, 1364.25452
178, 1, 1365.19922
179, 1, 1366.01562
180, 1, 1366.69385
181, 1, 1367.23059
182, 1, 1367.63086
183, 1, 1367.90479
184, 1, 1368.06445
185, 1, 1368.11511
186, 1, 1368.06360
187, 1, 1367.92029
188, 1, 1367.70142
189, 1, 1367.42505
190, 1, 1367.09253
191, 1, 1366.70667
192, 1, 1366.27405
193, 1, 1365.80273
194, 1, 1365.30042
195, 1, 1364.77600
196, 1, 1364.23547
197, 1, 1363.68140
198, 1, 1363.11316
199, 1, 1362.52881
200, 1, 1361.93127
201, 1, 1361.32251
202, 1, 1360.70288
203, 1, 1360.07068
204, 1, 1359.42578
205, 1, 1358.77917
206, 1, 1358.14368
207, 1, 1357.53223
208, 1, 1356.95740
209, 1, 1356.42993
210, 1, 1355.95264
0, 2.00001, 1340.63318
0.99998, 2.00001, 1340.59290
1.99997, 2.00001, 1340.54749
3.00003, 2.00001, 1340.49414
4.00002, 2.00001, 1340.42639
5, 2.00001, 1340.35168
5.99998, 2.00001, 1340.27380
6.99997, 2.00001, 1340.19312
8.00003, 2.00001, 1340.10645
9.00002, 2.00001, 1340.00659
10, 2.00001, 1339.90295
11, 2.00001, 1339.80115
12, 2.00001, 1339.70300
13, 2.00001, 1339.60620
14, 2.00001, 1339.50464
15, 2.00001, 1339.40662
16, 2.00001, 1339.31689
17, 2.00001, 1339.23730
18, 2.00001, 1339.16760
19, 2.00001, 1339.10620
20, 2.00001, 1339.05408
21, 2.00001, 1339.01074
22, 2.00001, 1338.97351
23, 2.00001, 1338.93628
24, 2.00001, 1338.88855
25, 2.00001, 1338.83923
26, 2.00001, 1338.79260
27, 2.00001, 1338.74841
28, 2.00001, 1338.70239
29, 2.00001, 1338.64624
30, 2.00001, 1338.58630
31, 2.00001, 1338.52527
32, 2.00001, 1338.46106
33, 2.00001, 1338.38745
34, 2.00001, 1338.29346
35, 2.00001, 1338.19006
36, 2.00001, 1338.08411
37, 2.00001, 1337.97827
38, 2.00001, 1337.87195
39, 2.00001, 1337.76221
40, 2.00001, 1337.65076
41, 2.00001, 1337.53674
42, 2.00001, 1337.41614
43, 2.00001, 1337.28027
44, 2.00001, 1337.11584
45, 2.00001, 1336.93384
46, 2.00001, 1336.74060
47, 2.00001, 1336.53845
48, 2.00001, 1336.32788
49, 2.00001, 1336.10803
50, 2.00001, 1335.87708
51, 2.00001, 1335.63220
52, 2.00001, 1335.37048
53, 2.00001, 1335.08826
54, 2.00001, 1334.78149
55, 2.00001, 1334.44312
56, 2.00001, 1334.06506
57, 2.00001, 1333.63586
58, 2.00001, 1333.13904
59, 2.00001, 1332.55151
60, 2.00001, 1331.87878
61, 2.00001, 1331.12085
62, 2.00001, 1330.27319
63, 2.00001, 1329.33179
64, 2.00001, 1328.29480
65, 2.00001, 1327.14868
66, 2.00001, 1325.88269
67, 2.00001, 1324.48657
68, 2.00001, 1322.94751
69, 2.00001, 1321.24927
70, 2.00001, 1319.41858
71, 2.00001, 1317.47803
72, 2.00001, 1315.44604
73, 2.00001, 1313.33960
74, 2.00001, 1311.17542
75, 2.00001, 1308.95483
76, 2.00001, 1306.67896
77, 2.00001, 1304.34802
78, 2.00001, 1301.95898
79, 2.00001, 1299.50586
80, 2.00001, 1297.00269
81, 2.00001, 1294.46008
82, 2.00001, 1291.88416
83, 2.00001, 1289.27734
84, 2.00001, 1286.63794
85, 2.00001, 1283.97681
86, 2.00001, 1281.30042
87, 2.00001, 1278.60901
88, 2.00001, 1275.89429
89, 2.00001, 1273.13867
90, 2.00001, 1270.38098
91, 2.00001, 1267.65161
92, 2.00001, 1264.97314
