x, y, z
0, 0, 1342.79468
0.99998, 0, 1342.71472
1.99997, 0, 1342.63452
3.00003, 0, 1342.55322
4.00002, 0, 1342.46912
5, 0, 1342.38135
5.99998, 0, 1342.28809
6.99997, 0, 1342.18616
8.00003, 0, 1342.07202
9.00002, 0, 1341.94336
10, 0, 1341.80237
11, 0, 1341.65247
12, 0, 1341.49622
13, 0, 1341.33496
14, 0, 1341.16980
15, 0, 1341.00391
16, 0, 1340.84045
17, 0, 1340.68188
18, 0, 1340.52905
19, 0, 1340.38220
20, 0, 1340.24219
21, 0, 1340.10901
22, 0, 1339.98145
23, 0, 1339.85803
24, 0, 1339.73682
25, 0, 1339.61829
26, 0, 1339.50281
27, 0, 1339.38989
28, 0, 1339.27832
29, 0, 1339.16675
30, 0, 1339.05554
31, 0, 1338.94507
32, 0, 1338.83484
33, 0, 1338.72339
34, 0, 1338.60950
35, 0, 1338.49353
36, 0, 1338.37634
37, 0, 1338.25732
38, 0, 1338.13525
39, 0, 1338.00781
40, 0, 1337.87366
41, 0, 1337.73022
42, 0, 1337.57422
43, 0, 1337.40125
44, 0, 1337.20837
45, 0, 1336.99683
46, 0, 1336.76929
47, 0, 1336.52795
48, 0, 1336.27380
49, 0, 1336.00659
50, 0, 1335.72498
51, 0, 1335.42639
52, 0, 1335.10767
53, 0, 1334.76416
54, 0, 1334.39026
55, 0, 1333.97864
56, 0, 1333.52014
57, 0, 1333.00415
58, 0, 1332.41992
59, 0, 1331.75842
60, 0, 1331.01648
61, 0, 1330.19287
62, 0, 1329.28711
63, 0, 1328.29712
64, 0, 1327.21912
65, 0, 1326.04590
66, 0, 1324.76880
67, 0, 1323.37878
68, 0, 1321.86890
69, 0, 1320.23706
70, 0, 1318.49097
71, 0, 1316.64355
72, 0, 1314.70825
73, 0, 1312.69788
74, 0, 1310.62207
75, 0, 1308.48608
76, 0, 1306.29224
77, 0, 1304.04102
78, 0, 1301.73242
79, 0, 1299.36780
80, 0, 1296.95129
81, 0, 1294.48840
82, 0, 1291.98303
83, 0, 1289.43762
84, 0, 1286.85400
85, 0, 1284.23425
86, 0, 1281.57910
87, 0, 1278.88684
88, 0, 1276.15601
89, 0, 1273.39368
90, 0, 1270.62549
91, 0, 1267.88660
92, 0, 1265.21436
93, 0, 1262.64502
94, 0, 1260.21399
95, 0, 1257.95544
96, 0, 1255.90918
97, 0, 1254.12427
98, 0, 1252.65088
99, 0, 1251.51367
100, 0, 1250.67615
101, 0, 1250.07837
102, 0, 1249.66650
103, 0, 1249.40320
104, 0, 1249.26648
105, 0, 1249.24475
106, 0, 1249.33765
107, 0, 1249.55518
108, 0, 1249.91516
109, 0, 1250.43665
110, 0, 1251.13281
111, 0, 1252.01855
112, 0, 1253.11572
113, 0, 1254.45044
114, 0, 1256.04041
115, 0, 1257.87720
116, 0, 1259.94641
117, 0, 1262.24231
118, 0, 1264.77100
119, 0, 1267.54395
120, 0, 1270.56677
121, 0, 1273.84900
122, 0, 1277.40710
123, 0, 1281.24792
124, 0, 1285.32495
125, 0, 1289.48560
126, 0, 1293.52429
127, 0, 1297.23157
128, 0, 1300.42834
129, 0, 1303.00378
130, 0, 1304.95227
131, 0, 1306.32581
132, 0, 1307.19531
133, 0, 1307.63660
134, 0, 1307.74609
135, 0, 1307.67053
136, 0, 1307.57605
137, 0, 1307.62415
138, 0, 1307.95605
139, 0, 1308.66760
140, 0, 1309.78003
141, 0, 1311.28381
142, 0, 1313.16992
143, 0, 1315.43262
144, 0, 1318.04224
145, 0, 1320.90576
146, 0, 1323.90857
147, 0, 1326.94653
148, 0, 1329.93860
149, 0, 1332.82422
150, 0, 1335.55566
151, 0, 1338.10132
152, 0, 1340.44751
153, 0, 1342.59351
154, 0, 1344.54016
155, 0, 1346.27661
156, 0, 1347.79236
157, 0, 1349.08545
158, 0, 1350.16455
159, 0, 1351.04211
160, 0, 1351.72400
161, 0, 1352.21973
162, 0, 1352.54773
