x, y, z
0, 0, 1337.53491
0.99998, 0, 1337.55859
1.99997, 0, 1337.57275
3.00003, 0, 1337.57678
4.00002, 0, 1337.57068
5, 0, 1337.55762
5.99998, 0, 1337.54199
6.99997, 0, 1337.52771
8.00003, 0, 1337.51782
9.00002, 0, 1337.51501
10, 0, 1337.52087
11, 0, 1337.53674
12, 0, 1337.56348
13, 0, 1337.60083
14, 0, 1337.64856
15, 0, 1337.70667
16, 0, 1337.77490
17, 0, 1337.85217
18, 0, 1337.93640
19, 0, 1338.02576
20, 0, 1338.11853
21, 0, 1338.21265
22, 0, 1338.30481
23, 0, 1338.39087
24, 0, 1338.46777
25, 0, 1338.53601
26, 0, 1338.59680
27, 0, 1338.65002
28, 0, 1338.69360
29, 0, 1338.72473
30, 0, 1338.74182
31, 0, 1338.74268
32, 0, 1338.72290
33, 0, 1338.67773
34, 0, 1338.60437
35, 0, 1338.50745
36, 0, 1338.39392
37, 0, 1338.27014
38, 0, 1338.14038
39, 0, 1338.00659
40, 0, 1337.86853
41, 0, 1337.72351
42, 0, 1337.56738
43, 0, 1337.39502
44, 0, 1337.20264
45, 0, 1336.99133
46, 0, 1336.76379
47, 0, 1336.52222
48, 0, 1336.26782
49, 0, 1336.00024
50, 0, 1335.71838
51, 0, 1335.41980
52, 0, 1335.10107
53, 0, 1334.75757
54, 0, 1334.38379
55, 0, 1333.97217
56, 0, 1333.51379
57, 0, 1332.99792
58, 0, 1332.41382
59, 0, 1331.75244
60, 0, 1331.01050
61, 0, 1330.18701
62, 0, 1329.28125
63, 0, 1328.29126
64, 0, 1327.21313
65, 0, 1326.03979
66, 0, 1324.76257
67, 0, 1323.37256
68, 0, 1321.86243
69, 0, 1320.23035
70, 0, 1318.48401
71, 0, 1316.63623
72, 0, 1314.70068
73, 0, 1312.69006
74, 0, 1310.61389
75, 0, 1308.47754
76, 0, 1306.28357
77, 0, 1304.03235
78, 0, 1301.72412
79, 0, 1299.36047
80, 0, 1296.94702
81, 0, 1294.49048
82, 0, 1291.99695
83, 0, 1289.47144
84, 0, 1286.91846
85, 0, 1284.34277
86, 0, 1281.74890
87, 0, 1279.13989
88, 0, 1276.51782
89, 0, 1273.88428
90, 0, 1271.24243
91, 0, 1268.59485
92, 0, 1265.94324
93, 0, 1263.28833
94, 0, 1260.63184
95, 0, 1257.97961
96, 0, 1255.33875
97, 0, 1252.71558
98, 0, 1250.11523
99, 0, 1247.54358
100, 0, 1245.00854
101, 0, 1242.51843
102, 0, 1240.08130
103, 0, 1237.70422
104, 0, 1235.39551
105, 0, 1233.16577
106, 0, 1231.02600
107, 0, 1228.98560
108, 0, 1227.05420
109, 0, 1225.24792
110, 0, 1223.59644
111, 0, 1222.13770
112, 0, 1220.91162
113, 0, 1219.95435
114, 0, 1219.28687
115, 0, 1218.90149
116, 0, 1218.77917
117, 0, 1218.90247
118, 0, 1219.25842
119, 0, 1219.83105
120, 0, 1220.59058
121, 0, 1221.50281
122, 0, 1222.53796
123, 0, 1223.67297
124, 0, 1224.89246
125, 0, 1226.19006
126, 0, 1227.56421
127, 0, 1229.01636
128, 0, 1230.54810
129, 0, 1232.15906
130, 0, 1233.84412
131, 0, 1235.59607
132, 0, 1237.40710
133, 0, 1239.26953
134, 0, 1241.17554
135, 0, 1243.11646
136, 0, 1245.08325
137, 0, 1247.06738
138, 0, 1249.06067
139, 0, 1251.05713
140, 0, 1253.05310
141, 0, 1255.04712
142, 0, 1257.03735
143, 0, 1259.02246
144, 0, 1261.00049
145, 0, 1262.97009
146, 0, 1264.92993
147, 0, 1266.88037
148, 0, 1268.82654
149, 0, 1270.78601
150, 0, 1272.79871
151, 0, 1274.92004
152, 0, 1277.21387
153, 0, 1279.74109
154, 0, 1282.53821
155, 0, 1285.58899
156, 0, 1288.85535
157, 0, 1292.29834
158, 0, 1295.88623
159, 0, 1299.58679
160, 0, 1303.35767
161, 0, 1307.15332
162, 0, 1310.93237
