x, y, z
0, 0, 1340.08569
0.99998, 0, 1340.06372
1.99997, 0, 1340.03442
3.00003, 0, 1339.99646
4.00002, 0, 1339.94946
5, 0, 1339.89514
5.99998, 0, 1339.83569
6.99997, 0, 1339.77246
8.00003, 0, 1339.70618
9.00002, 0, 1339.63733
10, 0, 1339.56763
11, 0, 1339.49927
12, 0, 1339.43311
13, 0, 1339.36963
14, 0, 1339.30896
15, 0, 1339.25342
16, 0, 1339.20532
17, 0, 1339.16650
18, 0, 1339.13745
19, 0, 1339.11804
20, 0, 1339.10693
21, 0, 1339.10168
22, 0, 1339.09863
23, 0, 1339.09363
24, 0, 1339.08350
25, 0, 1339.06824
26, 0, 1339.04871
27, 0, 1339.02478
28, 0, 1338.99487
29, 0, 1338.95715
30, 0, 1338.91125
31, 0, 1338.85657
32, 0, 1338.79126
33, 0, 1338.71240
34, 0, 1338.61841
35, 0, 1338.51172
36, 0, 1338.39624
37, 0, 1338.27478
38, 0, 1338.14880
39, 0, 1338.01831
40, 0, 1337.88220
41, 0, 1337.73792
42, 0, 1337.58179
43, 0, 1337.40906
44, 0, 1337.21643
45, 0, 1337.00513
46, 0, 1336.77747
47, 0, 1336.53601
48, 0, 1336.28174
49, 0, 1336.01440
50, 0, 1335.73267
51, 0, 1335.43420
52, 0, 1335.11536
53, 0, 1334.77185
54, 0, 1334.39807
55, 0, 1333.98645
56, 0, 1333.52795
57, 0, 1333.01208
58, 0, 1332.42798
59, 0, 1331.76660
60, 0, 1331.02466
61, 0, 1330.20105
62, 0, 1329.29529
63, 0, 1328.30518
64, 0, 1327.22717
65, 0, 1326.05396
66, 0, 1324.77673
67, 0, 1323.38660
68, 0, 1321.87646
69, 0, 1320.24451
70, 0, 1318.49841
71, 0, 1316.65076
72, 0, 1314.71533
73, 0, 1312.70471
74, 0, 1310.62866
75, 0, 1308.49243
76, 0, 1306.29846
77, 0, 1304.04712
78, 0, 1301.73865
79, 0, 1299.37463
80, 0, 1296.96008
