x, y, z
0, 0, 1344.03979
0.99998, 0, 1343.87427
1.99997, 0, 1343.70447
3.00003, 0, 1343.52930
4.00002, 0, 1343.34802
5, 0, 1343.16187
5.99998, 0, 1342.97241
6.99997, 0, 1342.78015
8.00003, 0, 1342.58459
9.00002, 0, 1342.38550
10, 0, 1342.18445
11, 0, 1341.98340
12, 0, 1341.78308
13, 0, 1341.58337
14, 0, 1341.38416
15, 0, 1341.18701
16, 0, 1340.99414
17, 0, 1340.80652
18, 0, 1340.62415
19, 0, 1340.44666
20, 0, 1340.27502
21, 0, 1340.11011
22, 0, 1339.95154
23, 0, 1339.79822
24, 0, 1339.64917
25, 0, 1339.50476
26, 0, 1339.36523
27, 0, 1339.23022
28, 0, 1339.09827
29, 0, 1338.96826
30, 0, 1338.84070
31, 0, 1338.71619
32, 0, 1338.59473
33, 0, 1338.47522
34, 0, 1338.35632
35, 0, 1338.23816
36, 0, 1338.12061
37, 0, 1338.00281
38, 0, 1337.88257
39, 0, 1337.75806
40, 0, 1337.62842
41, 0, 1337.49268
42, 0, 1337.34912
43, 0, 1337.19507
44, 0, 1337.02832
45, 0, 1336.84937
46, 0, 1336.65918
47, 0, 1336.45813
48, 0, 1336.24548
49, 0, 1336.01978
50, 0, 1335.77954
51, 0, 1335.52283
52, 0, 1335.24622
53, 0, 1334.94580
54, 0, 1334.61670
55, 0, 1334.25391
56, 0, 1333.85132
57, 0, 1333.40161
58, 0, 1332.89648
59, 0, 1332.32825
60, 0, 1331.69275
61, 0, 1330.98682
62, 0, 1330.20728
63, 0, 1329.35046
64, 0, 1328.41467
65, 0, 1327.40186
66, 0, 1326.31592
67, 0, 1325.16187
68, 0, 1323.94641
69, 0, 1322.68127
70, 0, 1321.38757
71, 0, 1320.09106
72, 0, 1318.81763
73, 0, 1317.58936
74, 0, 1316.41931
75, 0, 1315.30554
76, 0, 1314.23767
77, 0, 1313.20093
78, 0, 1312.18066
79, 0, 1311.16455
80, 0, 1310.14697
81, 0, 1309.12488
82, 0, 1308.09521
83, 0, 1307.05457
84, 0, 1306.00000
85, 0, 1304.93164
86, 0, 1303.84924
87, 0, 1302.75098
88, 0, 1301.63464
89, 0, 1300.50256
90, 0, 1299.36829
91, 0, 1298.25073
92, 0, 1297.16919
93, 0, 1296.14221
94, 0, 1295.18799
95, 0, 1294.32434
96, 0, 1293.57263
97, 0, 1292.95801
98, 0, 1292.50586
99, 0, 1292.22888
100, 0, 1292.10999
101, 0, 1292.12085
102, 0, 1292.23547
103, 0, 1292.43567
104, 0, 1292.70984
105, 0, 1293.05054
106, 0, 1293.45435
107, 0, 1293.92273
108, 0, 1294.45947
109, 0, 1295.06677
110, 0, 1295.73877
111, 0, 1296.46960
112, 0, 1297.25769
113, 0, 1298.10645
114, 0, 1299.01978
115, 0, 1299.99304
116, 0, 1301.02271
117, 0, 1302.11267
118, 0, 1303.27380
119, 0, 1304.51990
120, 0, 1305.86060
121, 0, 1307.30603
122, 0, 1308.86914
123, 0, 1310.55676
124, 0, 1312.34912
125, 0, 1314.17383
126, 0, 1315.93188
127, 0, 1317.52234
128, 0, 1318.85876
129, 0, 1319.88843
130, 0, 1320.61011
131, 0, 1321.05090
132, 0, 1321.24731
133, 0, 1321.23816
134, 0, 1321.07263
135, 0, 1320.82434
136, 0, 1320.57642
137, 0, 1320.40979
138, 0, 1320.39526
139, 0, 1320.58118
140, 0, 1320.97827
141, 0, 1321.58154
142, 0, 1322.38672
143, 0, 1323.39075
144, 0, 1324.57874
145, 0, 1325.90430
146, 0, 1327.30957
147, 0, 1328.74207
148, 0, 1330.16064
149, 0, 1331.53308
150, 0, 1332.83191
151, 0, 1334.03662
152, 0, 1335.13477
153, 0, 1336.12061
154, 0, 1336.99133
155, 0, 1337.74316
156, 0, 1338.37415
157, 0, 1338.88647
158, 0, 1339.28711
159, 0, 1339.58447
160, 0, 1339.78381
161, 0, 1339.89233
162, 0, 1339.92114
163, 0, 1339.88464
164, 0, 1339.79797
165, 0, 1339.67273
166, 0, 1339.51941
167, 0, 1339.34973
168, 0, 1339.17554
169, 0, 1339.00598
170, 0, 1338.84375
171, 0, 1338.68860
172, 0, 1338.53894
173, 0, 1338.39392
174, 0, 1338.25354
175, 0, 1338.11987
176, 0, 1337.99561
177, 0, 1337.88330
178, 0, 1337.78491
179, 0, 1337.70190
180, 0, 1337.63416
181, 0, 1337.58044
182, 0, 1337.53882
183, 0, 1337.50684
184, 0, 1337.48328
185, 0, 1337.47095
186, 0, 1337.47363
187, 0, 1337.49426
188, 0, 1337.53455
189, 0, 1337.59473
190, 0, 1337.67444
191, 0, 1337.77185
192, 0, 1337.88354
193, 0, 1338.00452
194, 0, 1338.13086
195, 0, 1338.26282
196, 0, 1338.40100
197, 0, 1338.54492
198, 0, 1338.69250
199, 0, 1338.84094
200, 0, 1338.98975
201, 0, 1339.13770
202, 0, 1339.28210
203, 0, 1339.41895
204, 0, 1339.54456
205, 0, 1339.65894
206, 0, 1339.76245
207, 0, 1339.85425
208, 0, 1339.93188
209, 0, 1339.99280
210, 0, 1340.03613
0, 1, 1343.92029
0.99998, 1, 1343.75537
1.99997, 1, 1343.58618
3.00003, 1, 1343.41028
4.00002, 1, 1343.22534
5, 1, 1343.03479
5.99998, 1, 1342.84167
6.99997, 1, 1342.64697
8.00003, 1, 1342.44897
9.00002, 1, 1342.24536
10, 1, 1342.04004
11, 1, 1341.83618
12, 1, 1341.63464
13, 1, 1341.43396
14, 1, 1341.23193
15, 1, 1341.03235
16, 1, 1340.83826
17, 1, 1340.65063
18, 1, 1340.46863
19, 1, 1340.29053
20, 1, 1340.11865
21, 1, 1339.95459
22, 1, 1339.79810
23, 1, 1339.64697
24, 1, 1339.49890
25, 1, 1339.35547
26, 1, 1339.21838
27, 1, 1339.08691
28, 1, 1338.95874
29, 1, 1338.83105
30, 1, 1338.70605
31, 1, 1338.58557
32, 1, 1338.46948
33, 1, 1338.35583
34, 1, 1338.24194
35, 1, 1338.12939
36, 1, 1338.01904
37, 1, 1337.90979
