x, y, z
0, 0, 1344.26855
0.99998, 0, 1344.07422
1.99997, 0, 1343.87329
3.00003, 0, 1343.66467
4.00002, 0, 1343.44788
5, 0, 1343.22559
5.99998, 0, 1343.00098
6.99997, 0, 1342.77649
8.00003, 0, 1342.55322
9.00002, 0, 1342.33191
10, 0, 1342.11389
11, 0, 1341.90051
12, 0, 1341.69165
13, 0, 1341.48645
14, 0, 1341.28394
15, 0, 1341.08545
16, 0, 1340.89233
17, 0, 1340.70520
18, 0, 1340.52332
19, 0, 1340.34631
20, 0, 1340.17505
21, 0, 1340.01013
22, 0, 1339.85168
23, 0, 1339.69836
24, 0, 1339.54919
25, 0, 1339.40466
26, 0, 1339.26514
27, 0, 1339.13013
28, 0, 1338.99817
29, 0, 1338.86816
30, 0, 1338.74060
31, 0, 1338.61621
32, 0, 1338.49475
33, 0, 1338.37512
34, 0, 1338.25623
35, 0, 1338.13806
36, 0, 1338.02063
37, 0, 1337.90295
38, 0, 1337.78320
39, 0, 1337.65942
40, 0, 1337.53137
41, 0, 1337.39868
42, 0, 1337.26001
43, 0, 1337.11353
44, 0, 1336.95728
45, 0, 1336.79126
46, 0, 1336.61609
47, 0, 1336.43103
48, 0, 1336.23499
49, 0, 1336.02588
50, 0, 1335.80237
51, 0, 1335.56226
52, 0, 1335.30273
53, 0, 1335.01965
54, 0, 1334.70850
55, 0, 1334.36523
56, 0, 1333.98511
57, 0, 1333.56189
58, 0, 1333.08826
59, 0, 1332.55713
60, 0, 1331.96411
61, 0, 1331.30518
62, 0, 1330.57593
63, 0, 1329.77222
64, 0, 1328.89319
65, 0, 1327.94446
66, 0, 1326.93494
67, 0, 1325.87537
68, 0, 1324.77771
69, 0, 1323.65918
70, 0, 1322.54639
71, 0, 1321.47034
72, 0, 1320.46167
73, 0, 1319.54626
74, 0, 1318.73840
75, 0, 1318.03369
76, 0, 1317.41614
77, 0, 1316.86523
78, 0, 1316.36011
79, 0, 1315.88367
80, 0, 1315.42590
81, 0, 1314.98047
82, 0, 1314.54199
83, 0, 1314.10449
84, 0, 1313.66382
85, 0, 1313.21899
86, 0, 1312.76990
87, 0, 1312.31494
88, 0, 1311.85181
89, 0, 1311.38049
90, 0, 1310.90833
91, 0, 1310.44531
