x, y, z
0, 0, 1342.11707
0.99998, 0, 1342.05176
1.99997, 0, 1341.98438
3.00003, 0, 1341.91382
4.00002, 0, 1341.83911
5, 0, 1341.75977
5.99998, 0, 1341.67493
6.99997, 0, 1341.58276
8.00003, 0, 1341.48059
9.00002, 0, 1341.36682
10, 0, 1341.24365
11, 0, 1341.11414
12, 0, 1340.98047
13, 0, 1340.84351
14, 0, 1340.70447
15, 0, 1340.56616
16, 0, 1340.43164
17, 0, 1340.30286
18, 0, 1340.18103
19, 0, 1340.06604
20, 0, 1339.95825
21, 0, 1339.85693
22, 0, 1339.76062
23, 0, 1339.66675
24, 0, 1339.57336
25, 0, 1339.48059
26, 0, 1339.38916
27, 0, 1339.29858
28, 0, 1339.20740
29, 0, 1339.11426
30, 0, 1339.01941
31, 0, 1338.92285
32, 0, 1338.82385
33, 0, 1338.72058
34, 0, 1338.61169
35, 0, 1338.49805
36, 0, 1338.38123
37, 0, 1338.26172
38, 0, 1338.13855
39, 0, 1338.01038
40, 0, 1337.87573
41, 0, 1337.73218
42, 0, 1337.57605
43, 0, 1337.40308
44, 0, 1337.21033
45, 0, 1336.99890
46, 0, 1336.77136
47, 0, 1336.53003
48, 0, 1336.27588
49, 0, 1336.00867
50, 0, 1335.72693
51, 0, 1335.42847
52, 0, 1335.10962
53, 0, 1334.76624
54, 0, 1334.39233
55, 0, 1333.98059
56, 0, 1333.52209
57, 0, 1333.00610
58, 0, 1332.42188
59, 0, 1331.76050
60, 0, 1331.01843
61, 0, 1330.19495
62, 0, 1329.28906
63, 0, 1328.29907
64, 0, 1327.22107
65, 0, 1326.04785
66, 0, 1324.77075
67, 0, 1323.38074
68, 0, 1321.87073
69, 0, 1320.23889
70, 0, 1318.49280
71, 0, 1316.64526
72, 0, 1314.70996
73, 0, 1312.69946
74, 0, 1310.62354
75, 0, 1308.48755
76, 0, 1306.29358
77, 0, 1304.04236
78, 0, 1301.73389
79, 0, 1299.36938
80, 0, 1296.95349
81, 0, 1294.49158
82, 0, 1291.98816
83, 0, 1289.44617
84, 0, 1286.86768
85, 0, 1284.25525
86, 0, 1281.61035
87, 0, 1278.93188
88, 0, 1276.21924
89, 0, 1273.47827
90, 0, 1270.73120
91, 0, 1268.00745
92, 0, 1265.33862
93, 0, 1262.75500
94, 0, 1260.28625
95, 0, 1257.96191
96, 0, 1255.81628
97, 0, 1253.89136
98, 0, 1252.22961
99, 0, 1250.85254
100, 0, 1249.73047
101, 0, 1248.81494
102, 0, 1248.06177
103, 0, 1247.44080
104, 0, 1246.93494
105, 0, 1246.53723
106, 0, 1246.24976
107, 0, 1246.08362
108, 0, 1246.05652
109, 0, 1246.18970
110, 0, 1246.50354
111, 0, 1247.02295
112, 0, 1247.78015
113, 0, 1248.80981
114, 0, 1250.13318
115, 0, 1251.73718
116, 0, 1253.59766
117, 0, 1255.69861
118, 0, 1258.03589
119, 0, 1260.61218
120, 0, 1263.42505
121, 0, 1266.47742
122, 0, 1269.77942
123, 0, 1273.33435
124, 0, 1277.10242
125, 0, 1280.95483
126, 0, 1284.71912
127, 0, 1288.21960
128, 0, 1291.30664
129, 0, 1293.88672
130, 0, 1295.95300
131, 0, 1297.54639
132, 0, 1298.72327
133, 0, 1299.54480
134, 0, 1300.08862
135, 0, 1300.47388
136, 0, 1300.83557
137, 0, 1301.30530
138, 0, 1301.99756
139, 0, 1302.99036
140, 0, 1304.29993
141, 0, 1305.91785
142, 0, 1307.83643
143, 0, 1310.05054
144, 0, 1312.53589
145, 0, 1315.21667
146, 0, 1317.99927
147, 0, 1320.79944
148, 0, 1323.55261
